# Program:featureCounts v1.6.4; Command:"featureCounts" "-M" "--fraction" "-t" "gene" "-g" "ID" "-s" "0" "-a" "/pub37/alexp/data/TRADIS/v2_WY_macro/D7795_v3_2018.tradis.gff" "-o" "D7795_output_MAC_1.deseq.fc.tsv" "D7795_output_MAC_1.deseq.bam" 
Geneid	Chr	Start	End	Strand	Length	D7795_output_MAC_1.deseq.bam
D7795_03290	D7795_v1_chr	3068704	3068955	+	252	1
D7795_03291	D7795_v1_chr	3069105	3069554	-	450	171
D7795_03292	D7795_v1_chr	3069573	3070355	-	783	155
D7795_03293	D7795_v1_chr	3070355	3070684	-	330	59
D7795_03294	D7795_v1_chr	3070726	3071088	-	363	281
D7795_03295	D7795_v1_chr	3071296	3071841	-	546	71
D7795_03296	D7795_v1_chr	3071910	3072758	+	849	146
D7795_03297	D7795_v1_chr	3072871	3074235	+	1365	510
D7795_03298	D7795_v1_chr	3074800	3076089	+	1290	454
D7795_03299	D7795_v1_chr	3076148	3077515	+	1368	384
D7795_03300	D7795_v1_chr	3077685	3078440	+	756	154
D7795_03301	D7795_v1_chr	3078532	3079680	-	1149	348
D7795_03302	D7795_v1_chr	3079697	3080344	-	648	316
D7795_03303	D7795_v1_chr	3080900	3082216	+	1317	402
D7795_03304	D7795_v1_chr	3082248	3084023	+	1776	572
D7795_03305	D7795_v1_chr	3084124	3085953	+	1830	490
D7795_03306	D7795_v1_chr	3086011	3086721	+	711	59
D7795_03307	D7795_v1_chr	3086780	3087880	-	1101	184
D7795_03308	D7795_v1_chr	3087873	3088268	-	396	49
D7795_03309	D7795_v1_chr	3088287	3089204	-	918	291
D7795_03310	D7795_v1_chr	3089161	3089283	-	123	0
D7795_03311	D7795_v1_chr	3089332	3089532	+	201	119
D7795_03312	D7795_v1_chr	3089551	3089778	-	228	240
D7795_03313	D7795_v1_chr	3089971	3091176	+	1206	184
D7795_03314	D7795_v1_chr	3091176	3091619	+	444	178
D7795_03315	D7795_v1_chr	3091892	3092806	+	915	359
D7795_03316	D7795_v1_chr	3092858	3093664	-	807	191
D7795_03317	D7795_v1_chr	3093774	3094871	-	1098	477
D7795_03318	D7795_v1_chr	3095079	3095155	+	77	1
D7795_03319	D7795_v1_chr	3095185	3095261	+	77	14
D7795_03320	D7795_v1_chr	3095371	3096624	-	1254	206
D7795_03321	D7795_v1_chr	3096857	3098188	+	1332	59
D7795_03322	D7795_v1_chr	3098291	3100126	-	1836	318
D7795_03323	D7795_v1_chr	3100123	3103668	-	3546	1
D7795_03324	D7795_v1_chr	3103661	3106549	-	2889	586
D7795_03325	D7795_v1_chr	3106727	3110098	-	3372	0
D7795_03326	D7795_v1_chr	3110114	3110434	-	321	16
D7795_03327	D7795_v1_chr	3110419	3110826	-	408	100
D7795_03328	D7795_v1_chr	3110823	3111386	-	564	92
D7795_03329	D7795_v1_chr	3111377	3111847	-	471	212
D7795_03330	D7795_v1_chr	3112032	3112826	-	795	0
D7795_03331	D7795_v1_chr	3112833	3113708	-	876	0
D7795_03332	D7795_v1_chr	3113924	3116170	-	2247	1134
D7795_03333	D7795_v1_chr	3116183	3116713	-	531	0
D7795_03334	D7795_v1_chr	3117396	3118091	+	696	162
D7795_03335	D7795_v1_chr	3118273	3118986	+	714	78
D7795_03336	D7795_v1_chr	3118999	3119090	-	92	29
D7795_03337	D7795_v1_chr	3119156	3119374	+	219	80
D7795_03338	D7795_v1_chr	3119280	3119456	+	177	0
D7795_03339	D7795_v1_chr	3119565	3120605	+	1041	145
D7795_03340	D7795_v1_chr	3120692	3121894	-	1203	619
D7795_03341	D7795_v1_chr	3121887	3124046	-	2160	207
D7795_03342	D7795_v1_chr	3124137	3124223	-	87	11
D7795_03343	D7795_v1_chr	3124327	3124473	-	147	22
D7795_03344	D7795_v1_chr	3124338	3124423	-	86	0
D7795_03345	D7795_v1_chr	3124639	3125667	+	1029	296
D7795_03346	D7795_v1_chr	3125681	3126700	+	1020	425
D7795_03347	D7795_v1_chr	3126710	3127972	-	1263	46
D7795_03348	D7795_v1_chr	3128090	3129025	+	936	263
D7795_03349	D7795_v1_chr	3128997	3129704	-	708	242
D7795_03350	D7795_v1_chr	3129817	3131235	-	1419	145
D7795_03351	D7795_v1_chr	3131589	3132350	-	762	831
D7795_03352	D7795_v1_chr	3132407	3133318	-	912	887
D7795_03353	D7795_v1_chr	3133674	3134852	-	1179	489
D7795_03354	D7795_v1_chr	3134975	3135838	-	864	287
D7795_03355	D7795_v1_chr	3135942	3136397	+	456	399
D7795_03356	D7795_v1_chr	3136539	3137768	+	1230	1814
D7795_03357	D7795_v1_chr	3137799	3138071	-	273	318
D7795_03358	D7795_v1_chr	3138193	3139053	+	861	331
D7795_03359	D7795_v1_chr	3139263	3140021	-	759	145
D7795_03360	D7795_v1_chr	3140008	3140520	-	513	482
D7795_03361	D7795_v1_chr	3140664	3141740	-	1077	126
D7795_03362	D7795_v1_chr	3141737	3142480	-	744	462
D7795_03363	D7795_v1_chr	3142521	3145004	-	2484	1067
D7795_03364	D7795_v1_chr	3145124	3145705	-	582	442
D7795_03365	D7795_v1_chr	3146424	3147056	-	633	241
D7795_03366	D7795_v1_chr	3147103	3147639	-	537	424
D7795_03367	D7795_v1_chr	3147821	3148096	-	276	52
D7795_03368	D7795_v1_chr	3148209	3148287	-	79	54
D7795_03369	D7795_v1_chr	3148446	3148844	-	399	175
D7795_03370	D7795_v1_chr	3148844	3149071	-	228	16
D7795_03371	D7795_v1_chr	3149271	3149531	+	261	2
D7795_03372	D7795_v1_chr	3149608	3149726	-	119	6
D7795_03373	D7795_v1_chr	3149817	3150617	+	801	246
D7795_03374	D7795_v1_chr	3150749	3150822	-	74	54
D7795_03375	D7795_v1_chr	3150902	3151660	-	759	319
D7795_03376	D7795_v1_chr	3151707	3151907	+	201	0
D7795_03377	D7795_v1_chr	3151925	3152470	+	546	59
D7795_03378	D7795_v1_chr	3152546	3154063	-	1518	1
D7795_03379	D7795_v1_chr	3154073	3154954	-	882	0
D7795_03380	D7795_v1_chr	3155276	3156877	-	1602	93
D7795_03381	D7795_v1_chr	3157015	3157728	-	714	236
D7795_03382	D7795_v1_chr	3157752	3158648	-	897	0
D7795_03383	D7795_v1_chr	3158761	3159282	+	522	112
D7795_03384	D7795_v1_chr	3159335	3159748	-	414	178
D7795_03385	D7795_v1_chr	3159729	3159995	-	267	9
D7795_03386	D7795_v1_chr	3160245	3161225	+	981	0
D7795_03387	D7795_v1_chr	3161142	3161333	-	192	66
D7795_03388	D7795_v1_chr	3161341	3162000	-	660	435
D7795_03389	D7795_v1_chr	3162164	3162475	-	312	149
D7795_03390	D7795_v1_chr	3162633	3164066	+	1434	490
D7795_03391	D7795_v1_chr	3164114	3165007	-	894	703
D7795_03392	D7795_v1_chr	3165463	3168336	-	2874	625
D7795_03393	D7795_v1_chr	3168499	3168888	-	390	57
D7795_03394	D7795_v1_chr	3168914	3170008	-	1095	369
D7795_03395	D7795_v1_chr	3170463	3171665	-	1203	73
D7795_03396	D7795_v1_chr	3171791	3172969	-	1179	9
D7795_03397	D7795_v1_chr	3172966	3174282	-	1317	65
D7795_03398	D7795_v1_chr	3174308	3174886	-	579	182
D7795_03399	D7795_v1_chr	3175053	3175382	+	330	114
D7795_03400	D7795_v1_chr	3175200	3175606	+	407	48
D7795_03401	D7795_v1_chr	3175676	3176224	+	549	86
D7795_03402	D7795_v1_chr	3176275	3176419	+	145	0
D7795_03403	D7795_v1_chr	3176605	3177837	-	1233	260
D7795_03404	D7795_v1_chr	3178104	3178763	-	660	0
D7795_03405	D7795_v1_chr	3178917	3179810	+	894	384
D7795_03406	D7795_v1_chr	3179822	3180070	+	249	101
D7795_03407	D7795_v1_chr	3180076	3180822	-	747	339
D7795_03408	D7795_v1_chr	3180916	3181551	-	636	206
D7795_03409	D7795_v1_chr	3181752	3182612	-	861	1078
D7795_03410	D7795_v1_chr	3182726	3182824	+	99	107
D7795_03411	D7795_v1_chr	3182845	3183924	-	1080	26
D7795_03412	D7795_v1_chr	3184026	3185189	-	1164	0
D7795_03413	D7795_v1_chr	3185211	3186257	-	1047	146
D7795_03414	D7795_v1_chr	3186631	3187056	+	426	374
D7795_03415	D7795_v1_chr	3187082	3187660	+	579	207
D7795_03416	D7795_v1_chr	3187661	3188368	+	708	642
D7795_03417	D7795_v1_chr	3188356	3189033	+	678	112
D7795_03418	D7795_v1_chr	3189027	3189683	+	657	173
D7795_03419	D7795_v1_chr	3189727	3191718	-	1992	51
D7795_03420	D7795_v1_chr	3191994	3192752	+	759	216
D7795_03421	D7795_v1_chr	3192853	3193773	-	921	184
D7795_03422	D7795_v1_chr	3193799	3193887	-	89	0
D7795_03423	D7795_v1_chr	3193978	3194868	-	891	345
D7795_03424	D7795_v1_chr	3195127	3195621	-	495	78
D7795_03425	D7795_v1_chr	3195660	3196667	-	1008	915
D7795_03426	D7795_v1_chr	3196681	3197697	-	1017	632
D7795_03427	D7795_v1_chr	3197700	3199172	-	1473	598
D7795_03428	D7795_v1_chr	3200147	3200368	-	222	44
D7795_03429	D7795_v1_chr	3200395	3201144	-	750	97
D7795_03430	D7795_v1_chr	3201349	3202080	-	732	665
D7795_03431	D7795_v1_chr	3202225	3204201	-	1977	431
D7795_03432	D7795_v1_chr	3204210	3204341	-	132	3
D7795_03433	D7795_v1_chr	3204434	3204595	-	162	43
D7795_03434	D7795_v1_chr	3204636	3204935	-	300	0
D7795_03435	D7795_v1_chr	3204991	3206145	+	1155	0
D7795_03436	D7795_v1_chr	3206095	3206418	-	324	110
D7795_03437	D7795_v1_chr	3206473	3206511	+	39	0
D7795_03438	D7795_v1_chr	3206638	3208032	+	1395	379
D7795_03439	D7795_v1_chr	3208153	3208608	+	456	80
D7795_03440	D7795_v1_chr	3208527	3208696	-	170	0
D7795_03441	D7795_v1_chr	3208704	3209411	+	708	172
D7795_03442	D7795_v1_chr	3209488	3210219	+	732	138
D7795_03443	D7795_v1_chr	3210239	3211186	+	948	48
D7795_03444	D7795_v1_chr	3211402	3211965	+	564	23
D7795_03445	D7795_v1_chr	3211965	3212381	+	417	73
D7795_03446	D7795_v1_chr	3212428	3213114	-	687	55
D7795_03447	D7795_v1_chr	3213246	3213890	-	645	89
D7795_03448	D7795_v1_chr	3213908	3214612	+	705	131
D7795_03449	D7795_v1_chr	3214631	3215197	+	567	245
D7795_03450	D7795_v1_chr	3215194	3215484	+	291	0
D7795_03451	D7795_v1_chr	3215492	3216085	+	594	60
D7795_03452	D7795_v1_chr	3216009	3216105	-	97	0
D7795_03453	D7795_v1_chr	3216078	3217214	+	1137	119
D7795_03454	D7795_v1_chr	3217305	3218312	-	1008	128
D7795_03455	D7795_v1_chr	3218445	3219491	-	1047	155
D7795_03456	D7795_v1_chr	3219680	3220399	-	720	617
D7795_03457	D7795_v1_chr	3220449	3220775	-	327	188
D7795_03458	D7795_v1_chr	3220775	3221494	-	720	272
D7795_03459	D7795_v1_chr	3221649	3222701	+	1053	526
D7795_03460	D7795_v1_chr	3222729	3223004	+	276	84
D7795_03461	D7795_v1_chr	3223117	3224202	+	1086	173
D7795_03462	D7795_v1_chr	3224419	3224712	+	294	94
D7795_03463	D7795_v1_chr	3224670	3225674	+	1005	199
D7795_03464	D7795_v1_chr	3225736	3227871	-	2136	437
D7795_03465	D7795_v1_chr	3228296	3229003	+	708	256
D7795_03466	D7795_v1_chr	3229109	3229184	+	76	49
D7795_03467	D7795_v1_chr	3229146	3229284	-	139	49
D7795_03468	D7795_v1_chr	3229343	3229723	-	381	266
D7795_03469	D7795_v1_chr	3229788	3231113	-	1326	1639
D7795_03470	D7795_v1_chr	3231138	3231665	-	528	505
D7795_03471	D7795_v1_chr	3231689	3232531	-	843	657
D7795_03472	D7795_v1_chr	3232623	3233501	+	879	402
D7795_03473	D7795_v1_chr	3233549	3235288	-	1740	777
D7795_03474	D7795_v1_chr	3235357	3236541	-	1185	1140
D7795_03475	D7795_v1_chr	3237053	3237736	+	684	780
D7795_03476	D7795_v1_chr	3237670	3237775	+	106	25
D7795_03477	D7795_v1_chr	3237840	3238397	-	558	779
D7795_03478	D7795_v1_chr	3238375	3239874	-	1500	1538
D7795_03479	D7795_v1_chr	3240083	3240457	-	375	272
D7795_03480	D7795_v1_chr	3240472	3241773	-	1302	1057
D7795_03481	D7795_v1_chr	3241935	3243419	+	1485	293
D7795_03482	D7795_v1_chr	3243555	3243935	-	381	188
D7795_03483	D7795_v1_chr	3243935	3244420	-	486	246
D7795_03484	D7795_v1_chr	3244689	3244785	-	97	4
D7795_03485	D7795_v1_chr	3245146	3246069	-	924	969
D7795_03486	D7795_v1_chr	3246108	3246986	-	879	413
D7795_03487	D7795_v1_chr	3247382	3248686	-	1305	323
D7795_03488	D7795_v1_chr	3249091	3250275	+	1185	422
D7795_03489	D7795_v1_chr	3250386	3251858	+	1473	401
D7795_03490	D7795_v1_chr	3251870	3253282	+	1413	626
D7795_03491	D7795_v1_chr	3253582	3254637	-	1056	947
D7795_03492	D7795_v1_chr	3255208	3255290	+	83	10
D7795_03493	D7795_v1_chr	3255307	3257163	-	1857	530
D7795_03494	D7795_v1_chr	3257390	3258256	+	867	75
D7795_03495	D7795_v1_chr	3258324	3259034	-	711	233
D7795_03496	D7795_v1_chr	3259034	3259174	-	141	0
D7795_03497	D7795_v1_chr	3259247	3260086	-	840	283
D7795_03498	D7795_v1_chr	3260162	3260410	-	249	36
D7795_03499	D7795_v1_chr	3260438	3260779	-	342	12
D7795_03500	D7795_v1_chr	3260772	3261260	-	489	29
D7795_03501	D7795_v1_chr	3261253	3261747	-	495	42
D7795_03502	D7795_v1_chr	3261747	3263450	-	1704	437
D7795_03503	D7795_v1_chr	3263447	3264625	-	1179	431
D7795_03504	D7795_v1_chr	3264615	3265601	-	987	932
D7795_03505	D7795_v1_chr	3265604	3266722	-	1119	507
D7795_03506	D7795_v1_chr	3266912	3267199	-	288	164
D7795_03507	D7795_v1_chr	3267284	3268927	-	1644	835
D7795_03508	D7795_v1_chr	3269234	3269728	-	495	427
D7795_03509	D7795_v1_chr	3270008	3270511	-	504	642
D7795_03510	D7795_v1_chr	3270615	3271025	+	411	76
D7795_03511	D7795_v1_chr	3271012	3271416	+	405	90
D7795_03512	D7795_v1_chr	3271540	3272424	+	885	272
D7795_03513	D7795_v1_chr	3272537	3272962	-	426	26
D7795_03514	D7795_v1_chr	3272969	3273703	-	735	176
D7795_03515	D7795_v1_chr	3273696	3273833	-	138	0
D7795_03516	D7795_v1_chr	3273955	3275142	+	1188	264
D7795_03517	D7795_v1_chr	3275282	3275941	+	660	109
D7795_03518	D7795_v1_chr	3276005	3276922	-	918	219
D7795_03519	D7795_v1_chr	3277097	3278260	+	1164	419
D7795_03520	D7795_v1_chr	3278366	3279193	+	828	143
D7795_03521	D7795_v1_chr	3279390	3280844	+	1455	265
D7795_03522	D7795_v1_chr	3280889	3281344	+	456	325
D7795_03523	D7795_v1_chr	3281294	3281444	-	151	53
D7795_03524	D7795_v1_chr	3281502	3281696	-	195	0
D7795_03525	D7795_v1_chr	3281765	3281984	+	220	24
D7795_03526	D7795_v1_chr	3281899	3284070	-	2172	538
D7795_03527	D7795_v1_chr	3284559	3285542	+	984	427
D7795_03528	D7795_v1_chr	3285584	3286066	+	483	733
D7795_03529	D7795_v1_chr	3286077	3287384	+	1308	1030
D7795_03530	D7795_v1_chr	3287429	3288841	-	1413	662
D7795_03531	D7795_v1_chr	3288915	3289652	-	738	0
D7795_03532	D7795_v1_chr	3289909	3292167	-	2259	113
D7795_03533	D7795_v1_chr	3292278	3293144	-	867	260
D7795_03534	D7795_v1_chr	3293216	3293608	-	393	94
D7795_03535	D7795_v1_chr	3293760	3294419	+	660	198
D7795_03536	D7795_v1_chr	3294416	3295765	+	1350	72
D7795_03537	D7795_v1_chr	3295872	3296453	+	582	165
D7795_03538	D7795_v1_chr	3296485	3296799	+	315	135
D7795_03539	D7795_v1_chr	3296924	3298816	-	1893	0
D7795_03540	D7795_v1_chr	3298844	3299425	-	582	149
D7795_03541	D7795_v1_chr	3299425	3300252	-	828	138
D7795_03542	D7795_v1_chr	3300277	3300699	-	423	125
D7795_03543	D7795_v1_chr	3300696	3301328	-	633	199
D7795_03544	D7795_v1_chr	3301535	3303004	+	1470	24
D7795_03545	D7795_v1_chr	3303217	3303888	+	672	192
D7795_03546	D7795_v1_chr	3303894	3305057	+	1164	176
D7795_03547	D7795_v1_chr	3305119	3305907	-	789	129
D7795_03548	D7795_v1_chr	3306048	3306821	+	774	300
D7795_03549	D7795_v1_chr	3306888	3307064	-	177	108
D7795_03550	D7795_v1_chr	3307514	3309259	+	1746	1198
D7795_03551	D7795_v1_chr	3309279	3309950	+	672	722
D7795_03552	D7795_v1_chr	3309965	3310642	+	678	180
D7795_03553	D7795_v1_chr	3310813	3311466	-	654	0
D7795_03554	D7795_v1_chr	3311569	3311669	-	101	0
D7795_03555	D7795_v1_chr	3311903	3312199	+	297	109
D7795_03556	D7795_v1_chr	3312274	3312477	-	204	151
D7795_03557	D7795_v1_chr	3312741	3313361	+	621	156
D7795_03558	D7795_v1_chr	3313380	3315059	+	1680	653
D7795_03559	D7795_v1_chr	3315236	3315385	+	150	0
D7795_03560	D7795_v1_chr	3315255	3315398	-	144	0
D7795_03561	D7795_v1_chr	3315518	3316951	-	1434	0
D7795_03562	D7795_v1_chr	3316999	3319842	-	2844	1304
D7795_03563	D7795_v1_chr	3319960	3321261	-	1302	390
D7795_03564	D7795_v1_chr	3321503	3322117	+	615	297
D7795_03565	D7795_v1_chr	3322180	3323421	+	1242	0
D7795_03566	D7795_v1_chr	3323525	3324346	-	822	489
D7795_03567	D7795_v1_chr	3324444	3324803	-	360	3
D7795_03568	D7795_v1_chr	3324910	3325521	+	612	139
D7795_03569	D7795_v1_chr	3325517	3325648	+	132	170
D7795_03570	D7795_v1_chr	3325771	3326784	-	1014	8
D7795_03571	D7795_v1_chr	3327012	3327227	+	216	0
D7795_03572	D7795_v1_chr	3327462	3329207	+	1746	0
D7795_03573	D7795_v1_chr	3329222	3331204	+	1983	0
D7795_03574	D7795_v1_chr	3331328	3331834	-	507	47
D7795_03575	D7795_v1_chr	3331960	3332035	+	76	0
D7795_03576	D7795_v1_chr	3332115	3332882	-	768	235
D7795_03577	D7795_v1_chr	3333117	3333761	+	645	261
D7795_03578	D7795_v1_chr	3333758	3335326	-	1569	1084
D7795_03579	D7795_v1_chr	3335714	3337234	-	1521	656
D7795_03580	D7795_v1_chr	3337664	3339043	+	1380	556
D7795_03581	D7795_v1_chr	3339214	3341232	+	2019	473
D7795_03582	D7795_v1_chr	3341313	3342449	-	1137	488
D7795_03583	D7795_v1_chr	3342535	3343032	+	498	184
D7795_03584	D7795_v1_chr	3343184	3343876	+	693	93
D7795_03585	D7795_v1_chr	3343965	3344963	+	999	499
D7795_03586	D7795_v1_chr	3345028	3345215	+	188	38
D7795_03587	D7795_v1_chr	3345234	3346202	+	969	415
D7795_03588	D7795_v1_chr	3346224	3346284	-	61	0
D7795_03589	D7795_v1_chr	3346457	3347701	+	1245	545
D7795_03590	D7795_v1_chr	3348151	3348813	+	663	158
D7795_03591	D7795_v1_chr	3348817	3349200	+	384	236
D7795_03592	D7795_v1_chr	3349345	3349713	+	369	27
D7795_03593	D7795_v1_chr	3349755	3350060	+	306	130
D7795_03594	D7795_v1_chr	3350063	3350461	+	399	83
D7795_03595	D7795_v1_chr	3350458	3350757	+	300	53
D7795_03596	D7795_v1_chr	3350912	3351397	+	486	117
D7795_03597	D7795_v1_chr	3351465	3352451	+	987	125
D7795_03598	D7795_v1_chr	3352575	3352940	+	366	47
D7795_03599	D7795_v1_chr	3352979	3353875	-	897	325
D7795_03600	D7795_v1_chr	3353980	3354681	+	702	84
D7795_03601	D7795_v1_chr	3354705	3354869	+	165	34
D7795_03602	D7795_v1_chr	3354982	3356292	-	1311	357
D7795_03603	D7795_v1_chr	3356318	3356698	-	381	221
D7795_03604	D7795_v1_chr	3356686	3357570	-	885	370
D7795_03605	D7795_v1_chr	3357885	3358751	-	867	232
D7795_03606	D7795_v1_chr	3358760	3359248	-	489	20
D7795_03607	D7795_v1_chr	3359318	3361612	-	2295	792
D7795_03608	D7795_v1_chr	3361646	3362854	-	1209	787
D7795_03609	D7795_v1_chr	3362921	3364252	-	1332	592
D7795_03610	D7795_v1_chr	3364273	3365262	-	990	514
D7795_03611	D7795_v1_chr	3365360	3366298	-	939	1330
D7795_03612	D7795_v1_chr	3367120	3367492	-	373	10
D7795_03613	D7795_v1_chr	3367525	3368670	-	1146	249
D7795_03614	D7795_v1_chr	3368768	3369658	-	891	516
D7795_03615	D7795_v1_chr	3369684	3370454	-	771	409
D7795_03616	D7795_v1_chr	3370544	3370597	-	54	43
D7795_03617	D7795_v1_chr	3370984	3372555	+	1572	686
D7795_03618	D7795_v1_chr	3372813	3373667	+	855	248
D7795_03619	D7795_v1_chr	3373787	3375058	+	1272	226
D7795_03620	D7795_v1_chr	3375073	3375537	+	465	293
D7795_03621	D7795_v1_chr	3375568	3375852	+	285	167
D7795_03622	D7795_v1_chr	3375856	3377229	+	1374	367
D7795_03623	D7795_v1_chr	3377273	3378316	+	1044	318
D7795_03624	D7795_v1_chr	3378427	3379200	+	774	80
D7795_03625	D7795_v1_chr	3379358	3380221	-	864	174
D7795_03626	D7795_v1_chr	3380285	3382327	+	2043	535
D7795_03627	D7795_v1_chr	3382285	3382680	+	396	0
D7795_03628	D7795_v1_chr	3382702	3383292	+	591	97
D7795_03629	D7795_v1_chr	3383302	3383877	+	576	299
D7795_03630	D7795_v1_chr	3383944	3384579	-	636	290
D7795_03631	D7795_v1_chr	3384710	3385228	+	519	57
D7795_03632	D7795_v1_chr	3385208	3385651	-	444	14
D7795_03633	D7795_v1_chr	3385689	3386006	+	318	203
D7795_03634	D7795_v1_chr	3385993	3386496	-	504	363
D7795_03635	D7795_v1_chr	3386490	3387014	-	525	129
D7795_03636	D7795_v1_chr	3387231	3388226	+	996	369
D7795_03637	D7795_v1_chr	3388235	3389113	+	879	125
D7795_03638	D7795_v1_chr	3389291	3390298	+	1008	279
D7795_03639	D7795_v1_chr	3390276	3390995	-	720	309
D7795_03640	D7795_v1_chr	3391154	3391684	+	531	116
D7795_03641	D7795_v1_chr	3391745	3392989	-	1245	496
D7795_03642	D7795_v1_chr	3393143	3395032	-	1890	516
D7795_03643	D7795_v1_chr	3395025	3395105	-	81	0
D7795_03644	D7795_v1_chr	3395211	3396095	-	885	146
D7795_03645	D7795_v1_chr	3396205	3398370	-	2166	126
D7795_03646	D7795_v1_chr	3398395	3398565	-	171	21
D7795_03647	D7795_v1_chr	3398582	3398851	-	270	0
D7795_03648	D7795_v1_chr	3399002	3399946	-	945	148
D7795_03649	D7795_v1_chr	3399946	3400347	-	402	0
D7795_03650	D7795_v1_chr	3400568	3403246	-	2679	0
D7795_03651	D7795_v1_chr	3403271	3404773	-	1503	0
D7795_03652	D7795_v1_chr	3404801	3405253	-	453	0
D7795_03653	D7795_v1_chr	3405461	3405537	-	77	0
D7795_03654	D7795_v1_chr	3405881	3407224	+	1344	93
D7795_03655	D7795_v1_chr	3407382	3408341	+	960	386
D7795_03656	D7795_v1_chr	3408426	3408512	-	87	0
D7795_03657	D7795_v1_chr	3408526	3408858	-	333	46
D7795_03658	D7795_v1_chr	3409081	3410418	-	1338	0
D7795_03659	D7795_v1_chr	3410411	3411259	-	849	181
D7795_03660	D7795_v1_chr	3411364	3413307	-	1944	1
D7795_03661	D7795_v1_chr	3413402	3414028	-	627	18
D7795_03662	D7795_v1_chr	3414116	3414448	+	333	67
D7795_03663	D7795_v1_chr	3414383	3414505	-	123	0
D7795_03664	D7795_v1_chr	3414604	3415080	-	477	31
D7795_03665	D7795_v1_chr	3415134	3415235	-	102	1
D7795_03666	D7795_v1_chr	3415328	3416761	+	1434	512
D7795_03667	D7795_v1_chr	3416748	3416849	+	102	8
D7795_03668	D7795_v1_chr	3416892	3418064	-	1173	0
D7795_03669	D7795_v1_chr	3418080	3419045	-	966	234
D7795_03670	D7795_v1_chr	3419175	3419432	-	258	0
D7795_03671	D7795_v1_chr	3419452	3419763	-	312	0
D7795_03672	D7795_v1_chr	3419880	3420992	+	1113	154
D7795_03673	D7795_v1_chr	3421224	3421511	+	288	121
D7795_03674	D7795_v1_chr	3421570	3422829	-	1260	0
D7795_03675	D7795_v1_chr	3422883	3423176	-	294	18
D7795_03676	D7795_v1_chr	3423325	3423621	-	297	88
D7795_03677	D7795_v1_chr	3423621	3424256	-	636	287
D7795_03678	D7795_v1_chr	3424275	3424826	-	552	37
D7795_03679	D7795_v1_chr	3424831	3425613	-	783	85
D7795_03680	D7795_v1_chr	3425621	3426433	-	813	398
D7795_03681	D7795_v1_chr	3426646	3427623	+	978	753
D7795_03682	D7795_v1_chr	3427637	3428623	+	987	330
D7795_03683	D7795_v1_chr	3428644	3429210	+	567	57
D7795_03684	D7795_v1_chr	3429207	3429782	+	576	0
D7795_03685	D7795_v1_chr	3429751	3430305	+	555	0
D7795_03686	D7795_v1_chr	3430312	3431037	+	726	13
D7795_03687	D7795_v1_chr	3431085	3432518	+	1434	0
D7795_03688	D7795_v1_chr	3432541	3432828	+	288	3
D7795_03689	D7795_v1_chr	3432876	3432935	-	60	0
D7795_03690	D7795_v1_chr	3432946	3433437	+	492	5
D7795_03691	D7795_v1_chr	3433483	3434337	+	855	36
D7795_03692	D7795_v1_chr	3434334	3434606	+	273	48
D7795_03693	D7795_v1_chr	3434856	3435488	+	633	381
D7795_03694	D7795_v1_chr	3435563	3436291	-	729	241
D7795_03695	D7795_v1_chr	3436288	3436941	-	654	377
D7795_03696	D7795_v1_chr	3437059	3437176	+	118	4
D7795_03697	D7795_v1_chr	3437168	3439504	-	2337	40
D7795_03698	D7795_v1_chr	3439598	3440527	-	930	512
D7795_03699	D7795_v1_chr	3441199	3445659	+	4461	1520
D7795_03700	D7795_v1_chr	3445669	3447087	+	1419	402
D7795_03701	D7795_v1_chr	3447294	3448397	+	1104	244
D7795_03702	D7795_v1_chr	3448513	3449766	+	1254	522
D7795_03703	D7795_v1_chr	3449753	3451033	+	1281	547
D7795_03704	D7795_v1_chr	3451115	3451582	-	468	126
D7795_03705	D7795_v1_chr	3451579	3452454	-	876	349
D7795_03706	D7795_v1_chr	3452451	3453140	-	690	225
D7795_03707	D7795_v1_chr	3453187	3454677	-	1491	513
D7795_03708	D7795_v1_chr	3454793	3455686	-	894	230
D7795_03709	D7795_v1_chr	3455821	3456603	-	783	104
D7795_03710	D7795_v1_chr	3456721	3457221	-	501	214
D7795_03711	D7795_v1_chr	3457227	3457865	-	639	227
D7795_03712	D7795_v1_chr	3458128	3458922	-	795	351
D7795_03713	D7795_v1_chr	3458965	3459040	+	76	0
D7795_03714	D7795_v1_chr	3459080	3459472	-	393	0
D7795_03715	D7795_v1_chr	3459488	3459916	-	429	0
D7795_03716	D7795_v1_chr	3460218	3461342	-	1125	421
D7795_03717	D7795_v1_chr	3461535	3461933	+	399	0
D7795_03718	D7795_v1_chr	3462090	3463457	+	1368	439
D7795_03719	D7795_v1_chr	3463550	3464620	+	1071	14
D7795_03720	D7795_v1_chr	3464654	3465352	-	699	271
D7795_03721	D7795_v1_chr	3465405	3466706	-	1302	619
D7795_03722	D7795_v1_chr	3466719	3468491	-	1773	487
D7795_03723	D7795_v1_chr	3468507	3468749	-	243	335
D7795_03724	D7795_v1_chr	3468767	3468893	-	127	109
D7795_03725	D7795_v1_chr	3468906	3469523	-	618	1275
D7795_03726	D7795_v1_chr	3469523	3470422	-	900	517
D7795_03727	D7795_v1_chr	3470455	3471723	-	1269	348
D7795_03728	D7795_v1_chr	3471934	3472599	-	666	96
D7795_03729	D7795_v1_chr	3472586	3473215	-	630	94
