# Program:featureCounts v1.6.4; Command:"featureCounts" "-M" "-t" "gene" "-g" "ID" "-s" "0" "-a" "/pub37/alexp/data/TRADIS/v2_WY_macro/P125109_v3_2018.ess_90.gff" "-o" "P125109_output_MAC.ess.fc.tsv" "P125109_output_MAC.ess.bam" 
Geneid	Chr	Start	End	Strand	Length	P125109_output_MAC.ess.bam
P125109_02708	P125109_v1_chr	2514935	2515294	-	360	5
P125109_02709	P125109_v1_chr	2515172	2515236	+	65	0
P125109_02710	P125109_v1_chr	2515416	2516531	-	1116	26
P125109_02711	P125109_v1_chr	2516889	2517021	-	133	0
P125109_02712	P125109_v1_chr	2517082	2517195	+	114	3
P125109_02713	P125109_v1_chr	2517350	2518219	-	870	28
P125109_02714	P125109_v1_chr	2518423	2519535	+	1113	42
P125109_02715	P125109_v1_chr	2519843	2521330	-	1488	28
P125109_02716	P125109_v1_chr	2521510	2522409	+	900	5
P125109_02717	P125109_v1_chr	2522622	2522916	+	295	6
P125109_02718	P125109_v1_chr	2523133	2524250	-	1118	35
P125109_02719	P125109_v1_chr	2524593	2525675	+	1083	30
P125109_02720	P125109_v1_chr	2526067	2528037	-	1971	99
P125109_02721	P125109_v1_chr	2528235	2528303	-	69	4
P125109_02722	P125109_v1_chr	2528353	2528421	-	69	2
P125109_02723	P125109_v1_chr	2528643	2528969	+	327	16
P125109_02724	P125109_v1_chr	2529028	2529362	+	335	9
P125109_02725	P125109_v1_chr	2529594	2530868	-	1275	3
P125109_02726	P125109_v1_chr	2531127	2531195	+	69	0
P125109_02727	P125109_v1_chr	2531248	2531316	+	69	0
P125109_02728	P125109_v1_chr	2531365	2531433	+	69	0
P125109_02729	P125109_v1_chr	2531445	2531513	+	69	3
P125109_02730	P125109_v1_chr	2531772	2532568	-	797	31
P125109_02731	P125109_v1_chr	2532635	2532778	-	144	1
P125109_02732	P125109_v1_chr	2532962	2534093	-	1132	62
P125109_02733	P125109_v1_chr	2534231	2534981	-	751	56
P125109_02734	P125109_v1_chr	2535237	2535922	+	686	75
P125109_02735	P125109_v1_chr	2536152	2536986	-	835	25
P125109_02736	P125109_v1_chr	2537076	2537975	+	900	27
P125109_02737	P125109_v1_chr	2538092	2538289	-	198	1
P125109_02738	P125109_v1_chr	2538492	2540306	-	1815	0
P125109_02739	P125109_v1_chr	2540476	2541364	-	889	0
P125109_02740	P125109_v1_chr	2541596	2542281	+	686	38
P125109_02741	P125109_v1_chr	2542521	2543395	+	875	36
P125109_02742	P125109_v1_chr	2543876	2544108	+	233	2
P125109_02743	P125109_v1_chr	2544182	2545737	+	1556	8
P125109_02744	P125109_v1_chr	2545950	2546408	+	459	4
P125109_02745	P125109_v1_chr	2546647	2546862	-	216	3
P125109_02746	P125109_v1_chr	2546945	2547725	-	781	16
P125109_02747	P125109_v1_chr	2547808	2548971	+	1164	26
P125109_02748	P125109_v1_chr	2549115	2549762	+	648	18
P125109_02749	P125109_v1_chr	2549911	2550240	+	330	10
P125109_02750	P125109_v1_chr	2550436	2550984	-	549	29
P125109_02751	P125109_v1_chr	2551327	2552147	-	821	17
P125109_02752	P125109_v1_chr	2552324	2553312	-	989	31
P125109_02753	P125109_v1_chr	2553389	2554177	-	789	20
P125109_02754	P125109_v1_chr	2554260	2555010	-	751	25
P125109_02755	P125109_v1_chr	2555111	2556026	-	916	11
P125109_02756	P125109_v1_chr	2556263	2556975	-	713	10
P125109_02757	P125109_v1_chr	2557303	2558112	-	810	15
P125109_02758	P125109_v1_chr	2558264	2558782	-	519	11
P125109_02759	P125109_v1_chr	2558889	2559293	-	405	8
P125109_02760	P125109_v1_chr	2559322	2559705	-	384	15
P125109_02761	P125109_v1_chr	2559918	2560700	+	783	20
P125109_02762	P125109_v1_chr	2560790	2561599	+	810	26
P125109_02763	P125109_v1_chr	2561710	2562006	+	297	53
P125109_02764	P125109_v1_chr	2562584	2563456	-	873	27
P125109_02765	P125109_v1_chr	2563637	2564082	-	446	6
P125109_02766	P125109_v1_chr	2564161	2564754	-	594	18
P125109_02767	P125109_v1_chr	2564853	2565660	-	808	18
P125109_02768	P125109_v1_chr	2565815	2567040	-	1226	46
P125109_02769	P125109_v1_chr	2567192	2568455	-	1264	21
P125109_02770	P125109_v1_chr	2568574	2569678	-	1105	31
P125109_02771	P125109_v1_chr	2569916	2570985	-	1070	27
P125109_02772	P125109_v1_chr	2571059	2571814	-	756	27
P125109_02773	P125109_v1_chr	2571965	2573228	-	1264	21
P125109_02774	P125109_v1_chr	2573268	2573527	-	260	8
P125109_02775	P125109_v1_chr	2573669	2573930	-	262	5
P125109_02776	P125109_v1_chr	2574072	2574987	-	916	28
P125109_02777	P125109_v1_chr	2575064	2575787	-	724	14
P125109_02778	P125109_v1_chr	2575853	2576473	-	621	13
P125109_02779	P125109_v1_chr	2576499	2576930	-	432	19
P125109_02780	P125109_v1_chr	2576976	2577278	-	303	45
P125109_02781	P125109_v1_chr	2577923	2579974	-	2052	47
P125109_02782	P125109_v1_chr	2580246	2581101	+	856	17
P125109_02783	P125109_v1_chr	2581216	2583016	+	1801	50
P125109_02784	P125109_v1_chr	2583302	2583509	-	208	11
P125109_02785	P125109_v1_chr	2583741	2584680	-	940	21
P125109_02786	P125109_v1_chr	2584862	2585380	-	519	47
P125109_02787	P125109_v1_chr	2585584	2586753	+	1170	114
P125109_02788	P125109_v1_chr	2587527	2589292	-	1766	41
P125109_02789	P125109_v1_chr	2589478	2591008	+	1531	46
P125109_02790	P125109_v1_chr	2591363	2594165	+	2803	71
P125109_02791	P125109_v1_chr	2594584	2594637	-	54	1
P125109_02792	P125109_v1_chr	2595050	2595371	+	322	32
P125109_02793	P125109_v1_chr	2595410	2596425	+	1016	5
P125109_02794	P125109_v1_chr	2596565	2596745	+	181	1
P125109_02795	P125109_v1_chr	2596993	2598810	-	1818	39
P125109_02796	P125109_v1_chr	2598912	2599689	-	778	18
P125109_02797	P125109_v1_chr	2599891	2600533	-	643	7
P125109_02798	P125109_v1_chr	2600811	2601742	-	932	32
P125109_02799	P125109_v1_chr	2601846	2602637	-	792	1
P125109_02800	P125109_v1_chr	2602783	2603298	+	516	23
P125109_02801	P125109_v1_chr	2603355	2603778	+	424	11
P125109_02802	P125109_v1_chr	2603986	2605011	-	1026	19
P125109_02803	P125109_v1_chr	2605143	2606285	-	1143	22
P125109_02804	P125109_v1_chr	2606471	2607534	-	1064	24
P125109_02805	P125109_v1_chr	2607922	2608883	-	962	7
P125109_02806	P125109_v1_chr	2609091	2610408	+	1318	43
P125109_02807	P125109_v1_chr	2610594	2610917	+	324	7
P125109_02808	P125109_v1_chr	2611052	2611705	-	654	17
P125109_02809	P125109_v1_chr	2611905	2613065	-	1161	11
P125109_02810	P125109_v1_chr	2613215	2613779	-	565	14
P125109_02811	P125109_v1_chr	2614192	2615126	+	935	8
P125109_02812	P125109_v1_chr	2615229	2615804	+	576	11
P125109_02813	P125109_v1_chr	2616056	2617916	+	1861	87
P125109_02814	P125109_v1_chr	2618127	2619514	+	1388	43
P125109_02815	P125109_v1_chr	2619925	2621917	-	1993	198
P125109_02816	P125109_v1_chr	2622027	2622151	-	125	1
P125109_02817	P125109_v1_chr	2622246	2622461	-	216	5
P125109_02818	P125109_v1_chr	2622330	2622502	+	173	2
P125109_02819	P125109_v1_chr	2622606	2622697	+	92	2
P125109_02820	P125109_v1_chr	2622696	2622906	-	211	17
P125109_02821	P125109_v1_chr	2623230	2623513	+	284	30
P125109_02822	P125109_v1_chr	2623592	2623851	-	260	6
P125109_02823	P125109_v1_chr	2624231	2625651	-	1421	7
P125109_02824	P125109_v1_chr	2625867	2627187	-	1321	16
P125109_02825	P125109_v1_chr	2627348	2628562	+	1215	32
P125109_02826	P125109_v1_chr	2629468	2634957	-	5490	181
P125109_02827	P125109_v1_chr	2635815	2637588	-	1774	67
P125109_02828	P125109_v1_chr	2638214	2642925	-	4712	145
P125109_02829	P125109_v1_chr	2643649	2648670	-	5022	173
P125109_02830	P125109_v1_chr	2648904	2649767	-	864	31
P125109_02831	P125109_v1_chr	2650013	2651705	-	1693	51
P125109_02832	P125109_v1_chr	2652237	2652436	-	200	11
P125109_02833	P125109_v1_chr	2652672	2653997	-	1326	1
P125109_02834	P125109_v1_chr	2654233	2655294	-	1062	7
P125109_02835	P125109_v1_chr	2655367	2655925	-	559	9
P125109_02836	P125109_v1_chr	2656066	2657213	-	1148	4
P125109_02837	P125109_v1_chr	2657435	2658442	-	1008	3
P125109_02838	P125109_v1_chr	2658569	2659473	-	905	8
P125109_02839	P125109_v1_chr	2659881	2660931	-	1051	43
P125109_02840	P125109_v1_chr	2661181	2661569	-	389	6
P125109_02841	P125109_v1_chr	2661776	2662553	-	778	31
P125109_02842	P125109_v1_chr	2662634	2663362	-	729	29
P125109_02843	P125109_v1_chr	2663418	2663984	-	567	21
P125109_02844	P125109_v1_chr	2664218	2666359	-	2142	117
P125109_02845	P125109_v1_chr	2666746	2668830	-	2085	42
P125109_02846	P125109_v1_chr	2669324	2673765	-	4442	87
P125109_02847	P125109_v1_chr	2673974	2674732	+	759	25
P125109_02848	P125109_v1_chr	2674818	2675020	-	203	16
P125109_02849	P125109_v1_chr	2675062	2675664	+	603	42
P125109_02850	P125109_v1_chr	2675830	2675918	-	89	1
P125109_02851	P125109_v1_chr	2676002	2676266	+	265	7
P125109_02852	P125109_v1_chr	2676376	2677075	-	700	22
P125109_02853	P125109_v1_chr	2677090	2677251	+	162	1
P125109_02854	P125109_v1_chr	2677313	2678468	-	1156	31
P125109_02855	P125109_v1_chr	2678666	2678846	-	181	7
P125109_02856	P125109_v1_chr	2678891	2679193	-	303	10
P125109_02857	P125109_v1_chr	2679380	2681045	-	1666	50
P125109_02858	P125109_v1_chr	2681109	2681573	-	465	10
P125109_02859	P125109_v1_chr	2681801	2682092	-	292	10
P125109_02860	P125109_v1_chr	2682159	2682507	-	349	3
P125109_02861	P125109_v1_chr	2682656	2683749	-	1094	0
P125109_02862	P125109_v1_chr	2683979	2684424	-	446	6
P125109_02863	P125109_v1_chr	2684657	2685315	-	659	29
P125109_02864	P125109_v1_chr	2685434	2686157	+	724	0
P125109_02865	P125109_v1_chr	2686382	2687173	+	792	83
P125109_02866	P125109_v1_chr	2687442	2688381	+	940	48
P125109_02867	P125109_v1_chr	2688489	2689226	+	738	13
P125109_02868	P125109_v1_chr	2689318	2690230	+	913	28
P125109_02869	P125109_v1_chr	2690430	2691318	-	889	21
P125109_02870	P125109_v1_chr	2691372	2691947	-	576	14
P125109_02871	P125109_v1_chr	2692073	2693223	+	1151	29
P125109_02872	P125109_v1_chr	2693459	2694484	-	1026	28
P125109_02873	P125109_v1_chr	2694805	2695933	-	1129	11
P125109_02874	P125109_v1_chr	2696258	2697329	+	1072	25
P125109_02875	P125109_v1_chr	2697630	2699020	+	1391	114
P125109_02876	P125109_v1_chr	2699535	2700733	+	1199	99
P125109_02877	P125109_v1_chr	2700949	2702879	+	1931	60
P125109_02878	P125109_v1_chr	2703149	2704463	+	1315	33
P125109_02879	P125109_v1_chr	2704691	2704996	-	306	2
P125109_02880	P125109_v1_chr	2705206	2706410	-	1205	28
P125109_02881	P125109_v1_chr	2706475	2707093	-	619	11
P125109_02882	P125109_v1_chr	2707311	2708558	-	1248	27
P125109_02883	P125109_v1_chr	2708681	2708846	-	166	4
P125109_02884	P125109_v1_chr	2709641	2713140	-	3500	50
P125109_02885	P125109_v1_chr	2713396	2714786	+	1391	43
P125109_02886	P125109_v1_chr	2715042	2715509	-	468	0
P125109_02887	P125109_v1_chr	2715630	2716202	-	573	12
P125109_02888	P125109_v1_chr	2716342	2717567	-	1226	18
P125109_02889	P125109_v1_chr	2717667	2718471	-	805	17
P125109_02890	P125109_v1_chr	2718587	2719351	+	765	12
P125109_02891	P125109_v1_chr	2719565	2720391	-	827	133
P125109_02892	P125109_v1_chr	2720532	2721609	-	1078	37
P125109_02893	P125109_v1_chr	2721725	2722559	+	835	55
P125109_02894	P125109_v1_chr	2722689	2722923	+	235	14
P125109_02895	P125109_v1_chr	2723099	2723441	-	343	2
P125109_02896	P125109_v1_chr	2723514	2724172	-	659	5
P125109_02897	P125109_v1_chr	2724256	2724912	-	657	7
P125109_02898	P125109_v1_chr	2725014	2725829	-	816	2
P125109_02899	P125109_v1_chr	2725899	2726563	-	665	1
P125109_02900	P125109_v1_chr	2726877	2727754	-	878	5
P125109_02901	P125109_v1_chr	2727951	2729570	-	1620	34
P125109_02902	P125109_v1_chr	2729869	2730300	-	432	8
P125109_02903	P125109_v1_chr	2730392	2731253	-	862	24
P125109_02904	P125109_v1_chr	2731318	2731903	-	586	7
P125109_02905	P125109_v1_chr	2731992	2732510	-	519	2
P125109_02906	P125109_v1_chr	2732936	2734396	+	1461	72
P125109_02907	P125109_v1_chr	2734616	2735280	-	665	19
P125109_02908	P125109_v1_chr	2735410	2736611	+	1202	26
P125109_02909	P125109_v1_chr	2736852	2737661	-	810	22
P125109_02910	P125109_v1_chr	2737764	2738293	+	530	14
P125109_02911	P125109_v1_chr	2738451	2738796	-	346	4
P125109_02912	P125109_v1_chr	2739115	2739735	+	621	21
P125109_02913	P125109_v1_chr	2740023	2740957	-	935	30
P125109_02914	P125109_v1_chr	2741161	2741538	+	378	16
P125109_02915	P125109_v1_chr	2741653	2742265	+	613	6
P125109_02916	P125109_v1_chr	2742387	2744781	+	2395	66
P125109_02917	P125109_v1_chr	2745137	2745174	+	38	0
P125109_02918	P125109_v1_chr	2745162	2746382	+	1221	2
P125109_02919	P125109_v1_chr	2746562	2746853	+	292	9
P125109_02920	P125109_v1_chr	2747012	2748183	-	1172	23
P125109_02921	P125109_v1_chr	2748332	2748742	-	411	1
P125109_02922	P125109_v1_chr	2748965	2749064	-	100	8
P125109_02923	P125109_v1_chr	2749555	2752168	-	2614	383
P125109_02924	P125109_v1_chr	2752371	2752439	-	69	7
P125109_02925	P125109_v1_chr	2752679	2754063	-	1385	243
P125109_02926	P125109_v1_chr	2754779	2757095	-	2317	72
P125109_02927	P125109_v1_chr	2757298	2757956	-	659	18
P125109_02928	P125109_v1_chr	2758051	2758933	-	883	30
P125109_02929	P125109_v1_chr	2759065	2759729	+	665	3
P125109_02930	P125109_v1_chr	2759812	2759893	-	82	0
P125109_02931	P125109_v1_chr	2760074	2760379	+	306	4
P125109_02932	P125109_v1_chr	2760299	2760442	+	144	5
P125109_02933	P125109_v1_chr	2760497	2760624	+	128	0
P125109_02934	P125109_v1_chr	2760663	2761707	+	1045	22
P125109_02935	P125109_v1_chr	2761874	2762692	-	819	18
P125109_02936	P125109_v1_chr	2762656	2762723	+	68	0
P125109_02937	P125109_v1_chr	2762862	2763871	-	1010	33
P125109_02938	P125109_v1_chr	2763988	2764951	-	964	33
P125109_02939	P125109_v1_chr	2765391	2765858	+	468	97
P125109_02940	P125109_v1_chr	2765902	2767000	+	1099	62
P125109_02941	P125109_v1_chr	2767313	2767626	-	314	0
P125109_02942	P125109_v1_chr	2767743	2768434	-	692	2
P125109_02943	P125109_v1_chr	2768533	2769027	-	495	0
P125109_02944	P125109_v1_chr	2769070	2769294	-	225	0
P125109_02945	P125109_v1_chr	2769683	2770908	-	1226	1
P125109_02946	P125109_v1_chr	2771074	2771786	+	713	19
P125109_02947	P125109_v1_chr	2771930	2773047	+	1118	43
P125109_02948	P125109_v1_chr	2773091	2773185	+	95	12
P125109_02949	P125109_v1_chr	2773292	2773837	+	546	12
P125109_02950	P125109_v1_chr	2774010	2774714	-	705	2
P125109_02951	P125109_v1_chr	2774760	2775448	+	689	0
P125109_02952	P125109_v1_chr	2775610	2777105	+	1496	43
P125109_02953	P125109_v1_chr	2777420	2777725	+	306	7
P125109_02954	P125109_v1_chr	2777953	2778214	-	262	6
P125109_02955	P125109_v1_chr	2778247	2778641	-	395	4
P125109_02956	P125109_v1_chr	2778785	2779260	+	476	24
P125109_02957	P125109_v1_chr	2779927	2790254	+	10328	352
P125109_02958	P125109_v1_chr	2791437	2791747	-	311	0
P125109_02959	P125109_v1_chr	2791466	2792734	+	1269	33
P125109_02960	P125109_v1_chr	2792331	2792384	-	54	0
P125109_02961	P125109_v1_chr	2792872	2794834	+	1963	44
P125109_02962	P125109_v1_chr	2795033	2796104	+	1072	20
P125109_02963	P125109_v1_chr	2796295	2796621	+	327	6
P125109_02964	P125109_v1_chr	2796321	2796445	+	125	0
P125109_02965	P125109_v1_chr	2796755	2797289	+	535	27
P125109_02966	P125109_v1_chr	2797747	2798470	+	724	48
P125109_02967	P125109_v1_chr	2799450	2800536	-	1087	37
P125109_02968	P125109_v1_chr	2800050	2800178	+	129	0
P125109_02969	P125109_v1_chr	2800521	2800877	+	357	35
P125109_02970	P125109_v1_chr	2801542	2802546	+	1005	18
P125109_02971	P125109_v1_chr	2802738	2806029	+	3292	81
P125109_02972	P125109_v1_chr	2806504	2807624	+	1121	26
P125109_02973	P125109_v1_chr	2807780	2808616	+	837	46
P125109_02974	P125109_v1_chr	2808968	2810925	-	1958	193
P125109_02975	P125109_v1_chr	2811488	2811768	-	281	36
P125109_02976	P125109_v1_chr	2812069	2813016	-	948	262
P125109_02977	P125109_v1_chr	2813088	2813393	+	306	52
P125109_02978	P125109_v1_chr	2813535	2814371	+	837	273
P125109_02979	P125109_v1_chr	2814758	2815565	+	808	177
P125109_02980	P125109_v1_chr	2815919	2815978	+	60	17
P125109_02981	P125109_v1_chr	2816170	2816272	+	103	6
P125109_02982	P125109_v1_chr	2816477	2817389	-	913	47
P125109_02983	P125109_v1_chr	2817663	2818937	-	1275	26
P125109_02984	P125109_v1_chr	2818991	2819598	-	608	7
P125109_02985	P125109_v1_chr	2819753	2820633	+	881	14
P125109_02986	P125109_v1_chr	2820745	2821133	+	389	6
P125109_02987	P125109_v1_chr	2821187	2822550	+	1364	42
P125109_02988	P125109_v1_chr	2822664	2822785	-	122	3
P125109_02989	P125109_v1_chr	2823005	2823885	+	881	18
P125109_02990	P125109_v1_chr	2824008	2825150	+	1143	30
P125109_02991	P125109_v1_chr	2825298	2826602	+	1305	18
P125109_02992	P125109_v1_chr	2826761	2827916	+	1156	48
P125109_02993	P125109_v1_chr	2828174	2829434	+	1261	89
P125109_02994	P125109_v1_chr	2829616	2830226	+	611	33
P125109_02995	P125109_v1_chr	2830360	2830764	-	405	68
P125109_02996	P125109_v1_chr	2830879	2831022	-	144	6
P125109_02997	P125109_v1_chr	2831205	2831474	+	270	10
P125109_02998	P125109_v1_chr	2831514	2831989	+	476	8
P125109_02999	P125109_v1_chr	2832120	2832281	+	162	34
P125109_03000	P125109_v1_chr	2832429	2832790	-	362	45
P125109_03001	P125109_v1_chr	2833488	2833892	+	405	29
P125109_03002	P125109_v1_chr	2834007	2834322	-	316	22
P125109_03003	P125109_v1_chr	2834484	2834778	+	295	12
P125109_03004	P125109_v1_chr	2835027	2836228	-	1202	16
P125109_03005	P125109_v1_chr	2836317	2836705	+	389	5
P125109_03006	P125109_v1_chr	2836763	2836906	+	144	5
P125109_03007	P125109_v1_chr	2836861	2836991	-	131	0
P125109_03008	P125109_v1_chr	2837020	2837241	+	222	10
P125109_03009	P125109_v1_chr	2837262	2837631	+	370	11
P125109_03010	P125109_v1_chr	2837672	2839578	+	1907	60
P125109_03011	P125109_v1_chr	2839800	2840663	+	864	41
P125109_03012	P125109_v1_chr	2841114	2842196	+	1083	192
P125109_03013	P125109_v1_chr	2842309	2843267	+	959	26
P125109_03014	P125109_v1_chr	2843443	2844339	+	897	21
P125109_03015	P125109_v1_chr	2844603	2845669	+	1067	25
P125109_03016	P125109_v1_chr	2845912	2846165	+	254	6
P125109_03017	P125109_v1_chr	2846284	2846761	+	478	14
P125109_03018	P125109_v1_chr	2846941	2847996	+	1056	45
P125109_03019	P125109_v1_chr	2848130	2849515	+	1386	58
P125109_03020	P125109_v1_chr	2849854	2851087	-	1234	97
P125109_03021	P125109_v1_chr	2851484	2851948	-	465	22
P125109_03022	P125109_v1_chr	2852016	2852082	+	67	0
P125109_03023	P125109_v1_chr	2852253	2853654	-	1402	20
P125109_03024	P125109_v1_chr	2853773	2854156	-	384	5
P125109_03025	P125109_v1_chr	2854209	2854719	-	511	14
P125109_03026	P125109_v1_chr	2854963	2855032	-	70	2
P125109_03027	P125109_v1_chr	2855233	2855302	-	70	3
P125109_03028	P125109_v1_chr	2855371	2855440	-	70	1
P125109_03029	P125109_v1_chr	2855453	2855536	-	84	0
P125109_03030	P125109_v1_chr	2855858	2856025	-	168	0
P125109_03031	P125109_v1_chr	2856523	2858890	-	2368	3
P125109_03032	P125109_v1_chr	2859180	2859665	-	486	10
P125109_03033	P125109_v1_chr	2859849	2860804	-	956	14
P125109_03034	P125109_v1_chr	2860938	2861386	-	449	16
P125109_03035	P125109_v1_chr	2861582	2861803	+	222	12
P125109_03036	P125109_v1_chr	2861973	2862944	-	972	37
P125109_03037	P125109_v1_chr	2863198	2863705	+	508	29
P125109_03038	P125109_v1_chr	2863758	2864632	+	875	23
P125109_03039	P125109_v1_chr	2864741	2865067	+	327	3
P125109_03040	P125109_v1_chr	2865115	2865816	+	702	14
P125109_03041	P125109_v1_chr	2865971	2866294	+	324	12
P125109_03042	P125109_v1_chr	2866445	2866496	+	52	4
P125109_03043	P125109_v1_chr	2866528	2867224	+	697	20
P125109_03044	P125109_v1_chr	2867294	2868163	+	870	23
P125109_03045	P125109_v1_chr	2868408	2869776	-	1369	37
P125109_03046	P125109_v1_chr	2869962	2871257	+	1296	16
P125109_03047	P125109_v1_chr	2871398	2872418	+	1021	11
P125109_03048	P125109_v1_chr	2872529	2872626	+	98	5
P125109_03049	P125109_v1_chr	2872852	2874868	-	2017	53
P125109_03050	P125109_v1_chr	2875068	2875559	-	492	17
P125109_03051	P125109_v1_chr	2876136	2876570	-	435	9
P125109_03052	P125109_v1_chr	2876644	2877067	-	424	17
P125109_03053	P125109_v1_chr	2877101	2877470	-	370	17
P125109_03054	P125109_v1_chr	2877543	2878234	-	692	14
P125109_03055	P125109_v1_chr	2878288	2878776	-	489	17
P125109_03056	P125109_v1_chr	2878957	2880495	-	1539	56
P125109_03057	P125109_v1_chr	2880605	2881436	-	832	14
P125109_03058	P125109_v1_chr	2881621	2883265	-	1645	45
P125109_03059	P125109_v1_chr	2883325	2883873	-	549	8
P125109_03060	P125109_v1_chr	2884065	2884480	-	416	11
P125109_03061	P125109_v1_chr	2884690	2885011	+	322	9
P125109_03062	P125109_v1_chr	2885115	2885900	+	786	22
P125109_03063	P125109_v1_chr	2885978	2886223	+	246	7
P125109_03064	P125109_v1_chr	2886250	2887259	+	1010	20
P125109_03065	P125109_v1_chr	2887368	2888277	+	910	26
P125109_03066	P125109_v1_chr	2888597	2890468	+	1872	41
P125109_03067	P125109_v1_chr	2890771	2891081	-	311	8
P125109_03068	P125109_v1_chr	2891128	2891184	-	57	1
P125109_03069	P125109_v1_chr	2891263	2892089	+	827	7
P125109_03070	P125109_v1_chr	2892177	2892916	+	740	16
P125109_03071	P125109_v1_chr	2892995	2893769	+	775	14
P125109_03072	P125109_v1_chr	2893846	2894610	+	765	53
P125109_03073	P125109_v1_chr	2894879	2895659	-	781	109
P125109_03074	P125109_v1_chr	2895937	2896617	-	681	39
P125109_03075	P125109_v1_chr	2896798	2896870	-	73	6
P125109_03076	P125109_v1_chr	2897090	2897889	-	800	23
P125109_03077	P125109_v1_chr	2898109	2898200	-	92	0
P125109_03078	P125109_v1_chr	2898137	2898244	-	108	5
P125109_03079	P125109_v1_chr	2898279	2898686	-	408	76
P125109_03080	P125109_v1_chr	2898751	2899363	-	613	52
P125109_03081	P125109_v1_chr	2899377	2899898	-	522	19
P125109_03082	P125109_v1_chr	2899420	2899684	+	265	0
P125109_03083	P125109_v1_chr	2899966	2900649	-	684	127
P125109_03084	P125109_v1_chr	2900676	2900951	-	276	47
P125109_03085	P125109_v1_chr	2900994	2901212	-	219	11
P125109_03086	P125109_v1_chr	2901006	2901095	+	90	0
P125109_03087	P125109_v1_chr	2901360	2902472	-	1113	138
P125109_03088	P125109_v1_chr	2902731	2903567	+	837	108
P125109_03089	P125109_v1_chr	2903771	2903797	+	27	0
P125109_03090	P125109_v1_chr	2904752	2906247	+	1496	99
P125109_03091	P125109_v1_chr	2906431	2906865	+	435	9
P125109_03092	P125109_v1_chr	2907127	2908574	-	1448	102
P125109_03093	P125109_v1_chr	2908624	2908977	-	354	2
P125109_03094	P125109_v1_chr	2909030	2909264	-	235	2
P125109_03095	P125109_v1_chr	2909332	2909556	-	225	18
P125109_03096	P125109_v1_chr	2909780	2911632	-	1853	173
P125109_03097	P125109_v1_chr	2911150	2911314	+	165	0
P125109_03098	P125109_v1_chr	2911754	2912682	-	929	52
P125109_03099	P125109_v1_chr	2912876	2913982	-	1107	150
P125109_03100	P125109_v1_chr	2914188	2915791	-	1604	58
