# Program:featureCounts v1.6.4; Command:"featureCounts" "-M" "-t" "gene" "-g" "ID" "-s" "0" "-a" "/pub37/alexp/data/TRADIS/v2_WY_macro/D7795_v3_2018.ess_90.gff" "-o" "D7795_input_LB.ess.fc.tsv" "D7795_input_LB.ess.bam" 
Geneid	Chr	Start	End	Strand	Length	D7795_input_LB.ess.bam
D7795_03004	D7795_v1_chr	2807273	2807748	+	476	36
D7795_03005	D7795_v1_chr	2808415	2818742	+	10328	224
D7795_03006	D7795_v1_chr	2819925	2820235	-	311	0
D7795_03007	D7795_v1_chr	2819954	2821222	+	1269	19
D7795_03008	D7795_v1_chr	2820819	2820872	-	54	0
D7795_03009	D7795_v1_chr	2821360	2823322	+	1963	38
D7795_03010	D7795_v1_chr	2823521	2824592	+	1072	20
D7795_03011	D7795_v1_chr	2824783	2825109	+	327	6
D7795_03012	D7795_v1_chr	2824809	2824933	+	125	0
D7795_03013	D7795_v1_chr	2825242	2825587	+	346	14
D7795_03014	D7795_v1_chr	2826061	2827051	-	991	8
D7795_03015	D7795_v1_chr	2827096	2827533	-	438	12
D7795_03016	D7795_v1_chr	2827807	2830307	-	2501	67
D7795_03017	D7795_v1_chr	2830464	2830736	-	273	0
D7795_03018	D7795_v1_chr	2830842	2831306	-	465	4
D7795_03019	D7795_v1_chr	2831433	2832488	-	1056	25
D7795_03020	D7795_v1_chr	2832646	2833148	-	503	10
D7795_03021	D7795_v1_chr	2833178	2834071	+	894	70
D7795_03022	D7795_v1_chr	2834170	2834699	+	530	80
D7795_03023	D7795_v1_chr	2834815	2835300	-	486	58
D7795_03024	D7795_v1_chr	2835495	2837231	-	1737	64
D7795_03025	D7795_v1_chr	2837288	2837833	-	546	3
D7795_03026	D7795_v1_chr	2837916	2838734	-	819	11
D7795_03027	D7795_v1_chr	2838757	2839080	-	324	6
D7795_03028	D7795_v1_chr	2839134	2839655	-	522	7
D7795_03029	D7795_v1_chr	2839768	2840170	-	403	8
D7795_03030	D7795_v1_chr	2840206	2840594	-	389	21
D7795_03031	D7795_v1_chr	2840586	2840847	-	262	0
D7795_03032	D7795_v1_chr	2840921	2841115	-	195	0
D7795_03033	D7795_v1_chr	2841152	2841492	-	341	7
D7795_03034	D7795_v1_chr	2841548	2842006	-	459	15
D7795_03035	D7795_v1_chr	2842008	2842202	-	195	2
D7795_03036	D7795_v1_chr	2842226	2842409	-	184	5
D7795_03037	D7795_v1_chr	2842455	2842873	-	419	10
D7795_03038	D7795_v1_chr	2843032	2843617	-	586	9
D7795_03039	D7795_v1_chr	2843727	2844685	-	959	9
D7795_03040	D7795_v1_chr	2844785	2845535	-	751	15
D7795_03041	D7795_v1_chr	2845678	2847268	+	1591	20
D7795_03042	D7795_v1_chr	2847444	2848383	+	940	14
D7795_03043	D7795_v1_chr	2848571	2848876	-	306	1
D7795_03044	D7795_v1_chr	2848974	2849856	-	883	33
D7795_03045	D7795_v1_chr	2850233	2850899	+	667	40
D7795_03046	D7795_v1_chr	2851125	2851335	-	211	5
D7795_03047	D7795_v1_chr	2851365	2851535	-	171	5
D7795_03048	D7795_v1_chr	2851932	2854102	-	2171	46
D7795_03049	D7795_v1_chr	2854178	2854950	-	773	91
D7795_03050	D7795_v1_chr	2855005	2855531	-	527	49
D7795_03051	D7795_v1_chr	2855550	2855755	-	206	16
D7795_03052	D7795_v1_chr	2855778	2855988	-	211	21
D7795_03053	D7795_v1_chr	2856090	2856397	-	308	19
D7795_03054	D7795_v1_chr	2856381	2856561	-	181	4
D7795_03055	D7795_v1_chr	2856620	2857078	-	459	13
D7795_03056	D7795_v1_chr	2857135	2857353	-	219	2
D7795_03057	D7795_v1_chr	2857473	2858042	+	570	4
D7795_03058	D7795_v1_chr	2858109	2859032	+	924	22
D7795_03059	D7795_v1_chr	2859394	2859928	+	535	32
D7795_03060	D7795_v1_chr	2860386	2861109	+	724	37
D7795_03061	D7795_v1_chr	2862089	2863175	-	1087	28
D7795_03062	D7795_v1_chr	2862689	2862817	+	129	0
D7795_03063	D7795_v1_chr	2863160	2863516	+	357	22
D7795_03064	D7795_v1_chr	2864181	2865185	+	1005	23
D7795_03065	D7795_v1_chr	2865377	2868668	+	3292	47
D7795_03066	D7795_v1_chr	2869143	2870263	+	1121	20
D7795_03067	D7795_v1_chr	2870419	2871255	+	837	34
D7795_03068	D7795_v1_chr	2871607	2873564	-	1958	147
D7795_03069	D7795_v1_chr	2874127	2874407	-	281	29
D7795_03070	D7795_v1_chr	2874708	2875655	-	948	177
D7795_03071	D7795_v1_chr	2875727	2876032	+	306	50
D7795_03072	D7795_v1_chr	2876174	2877010	+	837	151
D7795_03073	D7795_v1_chr	2877397	2878204	+	808	113
D7795_03074	D7795_v1_chr	2878558	2878617	+	60	10
D7795_03075	D7795_v1_chr	2878809	2878911	+	103	13
D7795_03076	D7795_v1_chr	2879116	2880028	-	913	23
D7795_03077	D7795_v1_chr	2880302	2881576	-	1275	25
D7795_03078	D7795_v1_chr	2881630	2882237	-	608	3
D7795_03079	D7795_v1_chr	2882392	2883272	+	881	13
D7795_03080	D7795_v1_chr	2883384	2883772	+	389	6
D7795_03081	D7795_v1_chr	2883826	2885189	+	1364	29
D7795_03082	D7795_v1_chr	2885303	2885424	-	122	0
D7795_03083	D7795_v1_chr	2885644	2886524	+	881	13
D7795_03084	D7795_v1_chr	2886647	2887789	+	1143	21
D7795_03085	D7795_v1_chr	2887937	2889241	+	1305	10
D7795_03086	D7795_v1_chr	2889400	2890555	+	1156	12
D7795_03087	D7795_v1_chr	2890813	2892073	+	1261	53
D7795_03088	D7795_v1_chr	2892255	2892865	+	611	12
D7795_03089	D7795_v1_chr	2892999	2893403	-	405	34
D7795_03090	D7795_v1_chr	2893518	2893661	-	144	4
D7795_03091	D7795_v1_chr	2893844	2894113	+	270	13
D7795_03092	D7795_v1_chr	2894153	2894628	+	476	12
D7795_03093	D7795_v1_chr	2894759	2894920	+	162	11
D7795_03094	D7795_v1_chr	2895068	2895429	-	362	42
D7795_03095	D7795_v1_chr	2896127	2896531	+	405	12
D7795_03096	D7795_v1_chr	2896646	2896961	-	316	23
D7795_03097	D7795_v1_chr	2897123	2897417	+	295	12
D7795_03098	D7795_v1_chr	2897666	2898867	-	1202	15
D7795_03099	D7795_v1_chr	2898956	2899344	+	389	4
D7795_03100	D7795_v1_chr	2899402	2899545	+	144	3
D7795_03101	D7795_v1_chr	2899500	2899630	-	131	0
D7795_03102	D7795_v1_chr	2899659	2899880	+	222	9
D7795_03103	D7795_v1_chr	2899901	2900270	+	370	5
D7795_03104	D7795_v1_chr	2900311	2902217	+	1907	42
D7795_03105	D7795_v1_chr	2902439	2903302	+	864	32
D7795_03106	D7795_v1_chr	2903753	2904835	+	1083	132
D7795_03107	D7795_v1_chr	2904948	2905906	+	959	20
D7795_03108	D7795_v1_chr	2906082	2906978	+	897	32
D7795_03109	D7795_v1_chr	2907242	2908308	+	1067	20
D7795_03110	D7795_v1_chr	2908551	2908804	+	254	0
D7795_03111	D7795_v1_chr	2908923	2909400	+	478	6
D7795_03112	D7795_v1_chr	2909580	2910635	+	1056	20
D7795_03113	D7795_v1_chr	2910769	2912154	+	1386	35
D7795_03114	D7795_v1_chr	2912493	2913726	-	1234	81
D7795_03115	D7795_v1_chr	2914123	2914587	-	465	16
D7795_03116	D7795_v1_chr	2914655	2914721	+	67	1
D7795_03117	D7795_v1_chr	2914892	2916293	-	1402	16
D7795_03118	D7795_v1_chr	2916412	2916795	-	384	5
D7795_03119	D7795_v1_chr	2916848	2917358	-	511	21
D7795_03120	D7795_v1_chr	2917602	2917671	-	70	0
D7795_03121	D7795_v1_chr	2917872	2917941	-	70	7
D7795_03122	D7795_v1_chr	2918011	2918080	-	70	5
D7795_03123	D7795_v1_chr	2918149	2918218	-	70	2
D7795_03124	D7795_v1_chr	2918231	2918314	-	84	0
D7795_03125	D7795_v1_chr	2918636	2918803	-	168	0
D7795_03126	D7795_v1_chr	2919301	2921668	-	2368	0
D7795_03127	D7795_v1_chr	2921958	2922443	-	486	4
D7795_03128	D7795_v1_chr	2922627	2923582	-	956	10
D7795_03129	D7795_v1_chr	2923716	2924164	-	449	10
D7795_03130	D7795_v1_chr	2924360	2924581	+	222	14
D7795_03131	D7795_v1_chr	2924751	2925722	-	972	23
D7795_03132	D7795_v1_chr	2925976	2926483	+	508	16
D7795_03133	D7795_v1_chr	2926536	2927410	+	875	15
D7795_03134	D7795_v1_chr	2927519	2927845	+	327	1
D7795_03135	D7795_v1_chr	2927893	2928594	+	702	17
D7795_03136	D7795_v1_chr	2928749	2929072	+	324	4
D7795_03137	D7795_v1_chr	2929223	2929274	+	52	6
D7795_03138	D7795_v1_chr	2929306	2930002	+	697	15
D7795_03139	D7795_v1_chr	2930072	2930941	+	870	6
D7795_03140	D7795_v1_chr	2931186	2932554	-	1369	33
D7795_03141	D7795_v1_chr	2932740	2934035	+	1296	27
D7795_03142	D7795_v1_chr	2934176	2935196	+	1021	17
D7795_03143	D7795_v1_chr	2935307	2935404	+	98	0
D7795_03144	D7795_v1_chr	2935630	2937646	-	2017	33
D7795_03145	D7795_v1_chr	2937846	2938337	-	492	6
D7795_03146	D7795_v1_chr	2938914	2939348	-	435	7
D7795_03147	D7795_v1_chr	2939422	2939845	-	424	7
D7795_03148	D7795_v1_chr	2939879	2940248	-	370	9
D7795_03149	D7795_v1_chr	2940321	2941012	-	692	14
D7795_03150	D7795_v1_chr	2941066	2941554	-	489	14
D7795_03151	D7795_v1_chr	2941735	2943273	-	1539	41
D7795_03152	D7795_v1_chr	2943383	2944214	-	832	11
D7795_03153	D7795_v1_chr	2944399	2946043	-	1645	32
D7795_03154	D7795_v1_chr	2946103	2946651	-	549	21
D7795_03155	D7795_v1_chr	2946843	2947258	-	416	11
D7795_03156	D7795_v1_chr	2947468	2947789	+	322	9
D7795_03157	D7795_v1_chr	2947893	2948678	+	786	20
D7795_03158	D7795_v1_chr	2948756	2949001	+	246	6
D7795_03159	D7795_v1_chr	2949028	2950037	+	1010	24
D7795_03160	D7795_v1_chr	2950146	2951055	+	910	16
D7795_03161	D7795_v1_chr	2951375	2951572	+	198	2
D7795_03162	D7795_v1_chr	2951723	2953091	+	1369	43
D7795_03163	D7795_v1_chr	2953230	2953899	+	670	16
D7795_03164	D7795_v1_chr	2954105	2955724	+	1620	21
D7795_03165	D7795_v1_chr	2956000	2956310	-	311	4
D7795_03166	D7795_v1_chr	2956357	2956413	-	57	2
D7795_03167	D7795_v1_chr	2956492	2957318	+	827	5
D7795_03168	D7795_v1_chr	2957406	2958145	+	740	10
D7795_03169	D7795_v1_chr	2958224	2958998	+	775	8
D7795_03170	D7795_v1_chr	2959075	2959839	+	765	56
D7795_03171	D7795_v1_chr	2960108	2960888	-	781	81
D7795_03172	D7795_v1_chr	2961166	2961846	-	681	63
D7795_03173	D7795_v1_chr	2962027	2962099	-	73	11
D7795_03174	D7795_v1_chr	2962319	2963118	-	800	21
D7795_03175	D7795_v1_chr	2963338	2963429	-	92	0
D7795_03176	D7795_v1_chr	2963366	2963473	-	108	5
D7795_03177	D7795_v1_chr	2963508	2963915	-	408	48
D7795_03178	D7795_v1_chr	2963980	2964592	-	613	38
D7795_03179	D7795_v1_chr	2964606	2965127	-	522	22
D7795_03180	D7795_v1_chr	2964649	2964913	+	265	0
D7795_03181	D7795_v1_chr	2965195	2965878	-	684	92
D7795_03182	D7795_v1_chr	2965905	2966180	-	276	53
D7795_03183	D7795_v1_chr	2966223	2966441	-	219	11
D7795_03184	D7795_v1_chr	2966235	2966324	+	90	0
D7795_03185	D7795_v1_chr	2966589	2967701	-	1113	144
D7795_03186	D7795_v1_chr	2967960	2968796	+	837	84
D7795_03187	D7795_v1_chr	2969000	2969026	+	27	0
D7795_03188	D7795_v1_chr	2969980	2971475	+	1496	139
D7795_03189	D7795_v1_chr	2971659	2972093	+	435	12
D7795_03190	D7795_v1_chr	2972355	2973802	-	1448	106
D7795_03191	D7795_v1_chr	2973852	2974205	-	354	5
D7795_03192	D7795_v1_chr	2974258	2974492	-	235	3
D7795_03193	D7795_v1_chr	2974560	2974784	-	225	19
D7795_03194	D7795_v1_chr	2975008	2976860	-	1853	139
D7795_03195	D7795_v1_chr	2976378	2976542	+	165	0
D7795_03196	D7795_v1_chr	2976982	2977910	-	929	74
D7795_03197	D7795_v1_chr	2978104	2979210	-	1107	119
D7795_03198	D7795_v1_chr	2979416	2981019	-	1604	54
D7795_03199	D7795_v1_chr	2981071	2981519	-	449	33
D7795_03200	D7795_v1_chr	2981764	2982727	-	964	72
D7795_03201	D7795_v1_chr	2982793	2983505	-	713	64
D7795_03202	D7795_v1_chr	2983535	2983769	-	235	9
D7795_03203	D7795_v1_chr	2983862	2984469	-	608	57
D7795_03204	D7795_v1_chr	2984550	2985370	-	821	41
D7795_03205	D7795_v1_chr	2985471	2986380	-	910	53
D7795_03206	D7795_v1_chr	2986424	2986823	-	400	20
D7795_03207	D7795_v1_chr	2986930	2988096	-	1167	42
D7795_03208	D7795_v1_chr	2988133	2988500	-	368	50
D7795_03209	D7795_v1_chr	2988729	2990581	-	1853	193
D7795_03210	D7795_v1_chr	2990717	2991724	-	1008	117
D7795_03211	D7795_v1_chr	2991889	2993409	-	1521	198
D7795_03212	D7795_v1_chr	2993481	2994155	-	675	70
D7795_03213	D7795_v1_chr	2994512	2994911	+	400	42
D7795_03214	D7795_v1_chr	2995047	2995118	+	72	4
D7795_03215	D7795_v1_chr	2995411	2995543	+	133	6
D7795_03216	D7795_v1_chr	2995827	2996080	+	254	0
D7795_03217	D7795_v1_chr	2996105	2996580	+	476	20
D7795_03218	D7795_v1_chr	2996722	2996881	-	160	5
D7795_03219	D7795_v1_chr	2997269	2997860	+	592	45
D7795_03220	D7795_v1_chr	2998219	2998664	-	446	26
D7795_03221	D7795_v1_chr	2998757	2999359	-	603	12
D7795_03222	D7795_v1_chr	2999578	2999683	-	106	2
D7795_03223	D7795_v1_chr	2999974	3000343	-	370	4
D7795_03224	D7795_v1_chr	3000209	3000295	+	87	0
D7795_03225	D7795_v1_chr	3000294	3000356	+	63	0
D7795_03226	D7795_v1_chr	3000502	3002813	+	2312	32
D7795_03227	D7795_v1_chr	3003163	3003505	-	343	5
D7795_03228	D7795_v1_chr	3003622	3004710	-	1089	16
D7795_03229	D7795_v1_chr	3004819	3005639	+	821	3
D7795_03230	D7795_v1_chr	3005921	3007268	-	1348	29
D7795_03231	D7795_v1_chr	3007360	3008215	-	856	11
D7795_03232	D7795_v1_chr	3008332	3009031	-	700	5
D7795_03233	D7795_v1_chr	3009099	3009674	-	576	11
D7795_03234	D7795_v1_chr	3009797	3010933	-	1137	17
D7795_03235	D7795_v1_chr	3011019	3011850	-	832	14
D7795_03236	D7795_v1_chr	3012047	3012735	+	689	10
D7795_03237	D7795_v1_chr	3012870	3013234	-	365	7
D7795_03238	D7795_v1_chr	3013405	3013939	+	535	7
D7795_03239	D7795_v1_chr	3013998	3015283	+	1286	29
D7795_03240	D7795_v1_chr	3015436	3015649	+	214	5
D7795_03241	D7795_v1_chr	3015816	3016709	-	894	30
D7795_03242	D7795_v1_chr	3016885	3017905	-	1021	29
D7795_03243	D7795_v1_chr	3018143	3018707	-	565	8
D7795_03244	D7795_v1_chr	3018777	3019462	-	686	19
D7795_03245	D7795_v1_chr	3019548	3020492	-	945	10
D7795_03246	D7795_v1_chr	3020537	3020968	-	432	0
D7795_03247	D7795_v1_chr	3021039	3021678	-	640	0
D7795_03248	D7795_v1_chr	3021728	3022008	-	281	0
D7795_03249	D7795_v1_chr	3022231	3022522	-	292	0
D7795_03250	D7795_v1_chr	3022633	3023178	-	546	6
D7795_03251	D7795_v1_chr	3023309	3024604	-	1296	24
D7795_03252	D7795_v1_chr	3024704	3025522	-	819	25
D7795_03253	D7795_v1_chr	3025773	3026715	+	943	30
D7795_03254	D7795_v1_chr	3026885	3027350	.	466	13
D7795_03255	D7795_v1_chr	3027476	3027740	-	265	4
D7795_03256	D7795_v1_chr	3027832	3028660	-	829	9
D7795_03257	D7795_v1_chr	3028722	3029307	-	586	8
D7795_03258	D7795_v1_chr	3029363	3030035	-	673	15
D7795_03259	D7795_v1_chr	3030151	3031104	-	954	23
D7795_03260	D7795_v1_chr	3031173	3031672	-	500	2
D7795_03261	D7795_v1_chr	3031824	3033225	-	1402	20
D7795_03262	D7795_v1_chr	3033503	3035900	-	2398	90
D7795_03263	D7795_v1_chr	3036345	3037203	+	859	65
D7795_03264	D7795_v1_chr	3037079	3037166	-	88	0
D7795_03265	D7795_v1_chr	3037459	3038120	-	662	12
D7795_03266	D7795_v1_chr	3038393	3039934	-	1542	35
D7795_03267	D7795_v1_chr	3040114	3041733	-	1620	24
D7795_03268	D7795_v1_chr	3042157	3042483	+	327	8
D7795_03269	D7795_v1_chr	3042686	3043404	-	719	11
D7795_03270	D7795_v1_chr	3043554	3044019	.	466	4
D7795_03271	D7795_v1_chr	3044383	3044987	-	605	16
D7795_03272	D7795_v1_chr	3045252	3046421	-	1170	1
D7795_03273	D7795_v1_chr	3046667	3048141	-	1475	0
D7795_03274	D7795_v1_chr	3048147	3048233	-	87	0
D7795_03275	D7795_v1_chr	3048449	3049169	-	721	19
D7795_03276	D7795_v1_chr	3049777	3050306	+	530	91
D7795_03277	D7795_v1_chr	3050498	3052879	+	2382	102
D7795_03278	D7795_v1_chr	3053156	3053852	+	697	6
D7795_03279	D7795_v1_chr	3053955	3054405	+	451	5
D7795_03280	D7795_v1_chr	3054455	3054892	+	438	14
D7795_03281	D7795_v1_chr	3054982	3055424	+	443	20
D7795_03282	D7795_v1_chr	3055528	3056456	+	929	10
D7795_03283	D7795_v1_chr	3057132	3059143	-	2012	42
D7795_03284	D7795_v1_chr	3059324	3060490	-	1167	24
D7795_03285	D7795_v1_chr	3060548	3063029	+	2482	48
D7795_03286	D7795_v1_chr	3063462	3064490	-	1029	5
D7795_03287	D7795_v1_chr	3064702	3065908	-	1207	49
D7795_03288	D7795_v1_chr	3066063	3067269	-	1207	24
D7795_03289	D7795_v1_chr	3067401	3068624	-	1224	25
D7795_03290	D7795_v1_chr	3068704	3068930	+	227	2
D7795_03291	D7795_v1_chr	3069150	3069554	-	405	17
D7795_03292	D7795_v1_chr	3069651	3070355	-	705	14
D7795_03293	D7795_v1_chr	3070388	3070684	-	297	14
D7795_03294	D7795_v1_chr	3070762	3071088	-	327	10
D7795_03295	D7795_v1_chr	3071350	3071841	-	492	8
D7795_03296	D7795_v1_chr	3071910	3072674	+	765	16
D7795_03297	D7795_v1_chr	3072871	3074099	+	1229	35
D7795_03298	D7795_v1_chr	3074800	3075960	+	1161	39
D7795_03299	D7795_v1_chr	3076148	3077379	+	1232	28
D7795_03300	D7795_v1_chr	3077685	3078365	+	681	10
D7795_03301	D7795_v1_chr	3078646	3079680	-	1035	18
D7795_03302	D7795_v1_chr	3079761	3080344	-	584	37
D7795_03303	D7795_v1_chr	3080900	3082085	+	1186	49
D7795_03304	D7795_v1_chr	3082248	3083846	+	1599	39
D7795_03305	D7795_v1_chr	3084124	3085770	+	1647	33
D7795_03306	D7795_v1_chr	3086011	3086650	+	640	6
D7795_03307	D7795_v1_chr	3086890	3087880	-	991	14
D7795_03308	D7795_v1_chr	3087912	3088268	-	357	7
D7795_03309	D7795_v1_chr	3088378	3089204	-	827	25
D7795_03310	D7795_v1_chr	3089173	3089283	-	111	0
D7795_03311	D7795_v1_chr	3089332	3089512	+	181	7
D7795_03312	D7795_v1_chr	3089573	3089778	-	206	16
D7795_03313	D7795_v1_chr	3089971	3091056	+	1086	22
D7795_03314	D7795_v1_chr	3091176	3091575	+	400	16
D7795_03315	D7795_v1_chr	3091892	3092715	+	824	44
D7795_03316	D7795_v1_chr	3092938	3093664	-	727	21
D7795_03317	D7795_v1_chr	3093883	3094871	-	989	26
D7795_03318	D7795_v1_chr	3095079	3095148	+	70	2
D7795_03319	D7795_v1_chr	3095185	3095254	+	70	2
D7795_03320	D7795_v1_chr	3095496	3096624	-	1129	20
D7795_03321	D7795_v1_chr	3096857	3098055	+	1199	17
D7795_03322	D7795_v1_chr	3098474	3100126	-	1653	35
D7795_03323	D7795_v1_chr	3100477	3103668	-	3192	35
D7795_03324	D7795_v1_chr	3103949	3106549	-	2601	40
D7795_03325	D7795_v1_chr	3107064	3110098	-	3035	22
D7795_03326	D7795_v1_chr	3110146	3110434	-	289	3
D7795_03327	D7795_v1_chr	3110459	3110826	-	368	8
D7795_03328	D7795_v1_chr	3110879	3111386	-	508	11
D7795_03329	D7795_v1_chr	3111424	3111847	-	424	13
D7795_03330	D7795_v1_chr	3112111	3112826	-	716	0
D7795_03331	D7795_v1_chr	3112920	3113708	-	789	0
D7795_03332	D7795_v1_chr	3114148	3116170	-	2023	71
D7795_03333	D7795_v1_chr	3116236	3116713	-	478	2
D7795_03334	D7795_v1_chr	3117396	3118022	+	627	14
D7795_03335	D7795_v1_chr	3118273	3118915	+	643	6
D7795_03336	D7795_v1_chr	3119008	3119090	-	83	5
D7795_03337	D7795_v1_chr	3119156	3119353	+	198	9
D7795_03338	D7795_v1_chr	3119280	3119439	+	160	2
D7795_03339	D7795_v1_chr	3119565	3120501	+	937	17
D7795_03340	D7795_v1_chr	3120812	3121894	-	1083	23
D7795_03341	D7795_v1_chr	3122103	3124046	-	1944	32
D7795_03342	D7795_v1_chr	3124145	3124223	-	79	6
D7795_03343	D7795_v1_chr	3124341	3124473	-	133	2
D7795_03344	D7795_v1_chr	3124346	3124423	-	78	0
D7795_03345	D7795_v1_chr	3124639	3125565	+	927	13
D7795_03346	D7795_v1_chr	3125681	3126598	+	918	21
D7795_03347	D7795_v1_chr	3126836	3127972	-	1137	22
D7795_03348	D7795_v1_chr	3128090	3128932	+	843	19
D7795_03349	D7795_v1_chr	3129067	3129704	-	638	20
D7795_03350	D7795_v1_chr	3129958	3131235	-	1278	31
D7795_03351	D7795_v1_chr	3131665	3132350	-	686	45
D7795_03352	D7795_v1_chr	3132498	3133318	-	821	66
D7795_03353	D7795_v1_chr	3133791	3134852	-	1062	34
D7795_03354	D7795_v1_chr	3135061	3135838	-	778	15
D7795_03355	D7795_v1_chr	3135942	3136352	+	411	22
D7795_03356	D7795_v1_chr	3136539	3137645	+	1107	115
D7795_03357	D7795_v1_chr	3137826	3138071	-	246	33
D7795_03358	D7795_v1_chr	3138193	3138967	+	775	31
D7795_03359	D7795_v1_chr	3139338	3140021	-	684	9
D7795_03360	D7795_v1_chr	3140059	3140520	-	462	40
D7795_03361	D7795_v1_chr	3140771	3141740	-	970	59
D7795_03362	D7795_v1_chr	3141811	3142480	-	670	20
D7795_03363	D7795_v1_chr	3142769	3145004	-	2236	59
D7795_03364	D7795_v1_chr	3145182	3145705	-	524	29
D7795_03365	D7795_v1_chr	3146487	3147056	-	570	54
D7795_03366	D7795_v1_chr	3147156	3147639	-	484	83
D7795_03367	D7795_v1_chr	3147848	3148096	-	249	19
D7795_03368	D7795_v1_chr	3148216	3148287	-	72	5
D7795_03369	D7795_v1_chr	3148485	3148844	-	360	14
D7795_03370	D7795_v1_chr	3148866	3149071	-	206	6
D7795_03371	D7795_v1_chr	3149271	3149505	+	235	2
D7795_03372	D7795_v1_chr	3149619	3149726	-	108	2
D7795_03373	D7795_v1_chr	3149817	3150537	+	721	18
D7795_03374	D7795_v1_chr	3150756	3150822	-	67	6
D7795_03375	D7795_v1_chr	3150977	3151660	-	684	24
D7795_03376	D7795_v1_chr	3151707	3151887	+	181	0
D7795_03377	D7795_v1_chr	3151925	3152416	+	492	3
D7795_03378	D7795_v1_chr	3152697	3154063	-	1367	0
D7795_03379	D7795_v1_chr	3154161	3154954	-	794	0
D7795_03380	D7795_v1_chr	3155436	3156877	-	1442	40
D7795_03381	D7795_v1_chr	3157086	3157728	-	643	12
D7795_03382	D7795_v1_chr	3157841	3158648	-	808	14
D7795_03383	D7795_v1_chr	3158761	3159230	+	470	18
D7795_03384	D7795_v1_chr	3159376	3159748	-	373	16
D7795_03385	D7795_v1_chr	3159755	3159995	-	241	3
D7795_03386	D7795_v1_chr	3160245	3161127	+	883	4
D7795_03387	D7795_v1_chr	3161161	3161333	-	173	11
D7795_03388	D7795_v1_chr	3161407	3162000	-	594	28
D7795_03389	D7795_v1_chr	3162195	3162475	-	281	10
D7795_03390	D7795_v1_chr	3162633	3163923	+	1291	39
D7795_03391	D7795_v1_chr	3164203	3165007	-	805	86
D7795_03392	D7795_v1_chr	3165750	3168336	-	2587	59
D7795_03393	D7795_v1_chr	3168538	3168888	-	351	6
D7795_03394	D7795_v1_chr	3169023	3170008	-	986	37
D7795_03395	D7795_v1_chr	3170583	3171665	-	1083	33
D7795_03396	D7795_v1_chr	3171908	3172969	-	1062	1
D7795_03397	D7795_v1_chr	3173097	3174282	-	1186	26
D7795_03398	D7795_v1_chr	3174365	3174886	-	522	17
D7795_03399	D7795_v1_chr	3175053	3175349	+	297	7
D7795_03400	D7795_v1_chr	3175200	3175566	+	367	2
D7795_03401	D7795_v1_chr	3175676	3176170	+	495	10
D7795_03402	D7795_v1_chr	3176275	3176405	+	131	0
D7795_03403	D7795_v1_chr	3176728	3177837	-	1110	22
D7795_03404	D7795_v1_chr	3178170	3178763	-	594	3
D7795_03405	D7795_v1_chr	3178917	3179721	+	805	29
D7795_03406	D7795_v1_chr	3179822	3180046	+	225	2
D7795_03407	D7795_v1_chr	3180150	3180822	-	673	18
D7795_03408	D7795_v1_chr	3180979	3181551	-	573	21
D7795_03409	D7795_v1_chr	3181838	3182612	-	775	74
D7795_03410	D7795_v1_chr	3182726	3182815	+	90	6
D7795_03411	D7795_v1_chr	3182953	3183924	-	972	0
D7795_03412	D7795_v1_chr	3184142	3185189	-	1048	0
D7795_03413	D7795_v1_chr	3185315	3186257	-	943	14
D7795_03414	D7795_v1_chr	3186631	3187014	+	384	15
D7795_03415	D7795_v1_chr	3187082	3187603	+	522	8
D7795_03416	D7795_v1_chr	3187661	3188298	+	638	20
D7795_03417	D7795_v1_chr	3188356	3188966	+	611	14
D7795_03418	D7795_v1_chr	3189027	3189618	+	592	12
D7795_03419	D7795_v1_chr	3189926	3191718	-	1793	44
D7795_03420	D7795_v1_chr	3191994	3192677	+	684	3
D7795_03421	D7795_v1_chr	3192945	3193773	-	829	20
D7795_03422	D7795_v1_chr	3193807	3193887	-	81	0
D7795_03423	D7795_v1_chr	3194067	3194868	-	802	27
D7795_03424	D7795_v1_chr	3195176	3195621	-	446	48
D7795_03425	D7795_v1_chr	3195760	3196667	-	908	83
D7795_03426	D7795_v1_chr	3196782	3197697	-	916	44
D7795_03427	D7795_v1_chr	3197847	3199172	-	1326	46
D7795_03428	D7795_v1_chr	3200169	3200368	-	200	2
D7795_03429	D7795_v1_chr	3200470	3201144	-	675	15
D7795_03430	D7795_v1_chr	3201422	3202080	-	659	58
D7795_03431	D7795_v1_chr	3202422	3204201	-	1780	51
D7795_03432	D7795_v1_chr	3204223	3204341	-	119	2
D7795_03433	D7795_v1_chr	3204450	3204595	-	146	8
D7795_03434	D7795_v1_chr	3204666	3204935	-	270	1
D7795_03435	D7795_v1_chr	3204991	3206030	+	1040	0
D7795_03436	D7795_v1_chr	3206127	3206418	-	292	7
D7795_03437	D7795_v1_chr	3206473	3206508	+	36	0
D7795_03438	D7795_v1_chr	3206638	3207893	+	1256	38
D7795_03439	D7795_v1_chr	3208153	3208563	+	411	2
D7795_03440	D7795_v1_chr	3208544	3208696	-	153	1
D7795_03441	D7795_v1_chr	3208704	3209341	+	638	6
D7795_03442	D7795_v1_chr	3209488	3210146	+	659	6
D7795_03443	D7795_v1_chr	3210239	3211092	+	854	22
D7795_03444	D7795_v1_chr	3211402	3211909	+	508	3
D7795_03445	D7795_v1_chr	3211965	3212340	+	376	1
