# Program:featureCounts v1.6.4; Command:"featureCounts" "-M" "--fraction" "-t" "gene" "-g" "ID" "-s" "0" "-a" "/pub37/alexp/data/TRADIS/v2_WY_macro/P125109_v3_2018.tradis.gff" "-o" "P125109_output_MAC_1.deseq.fc.tsv" "P125109_output_MAC_1.deseq.bam" 
Geneid	Chr	Start	End	Strand	Length	P125109_output_MAC_1.deseq.bam
P125109_02886	P125109_v1_chr	2714991	2715509	-	519	14
P125109_02887	P125109_v1_chr	2715567	2716202	-	636	497
P125109_02888	P125109_v1_chr	2716206	2717567	-	1362	582
P125109_02889	P125109_v1_chr	2717578	2718471	-	894	486
P125109_02890	P125109_v1_chr	2718587	2719435	+	849	414
P125109_02891	P125109_v1_chr	2719474	2720391	-	918	3101
P125109_02892	P125109_v1_chr	2720413	2721609	-	1197	193
P125109_02893	P125109_v1_chr	2721725	2722651	+	927	980
P125109_02894	P125109_v1_chr	2722689	2722949	+	261	273
P125109_02895	P125109_v1_chr	2723061	2723441	-	381	2
P125109_02896	P125109_v1_chr	2723441	2724172	-	732	34
P125109_02897	P125109_v1_chr	2724184	2724912	-	729	69
P125109_02898	P125109_v1_chr	2724924	2725829	-	906	55
P125109_02899	P125109_v1_chr	2725826	2726563	-	738	1
P125109_02900	P125109_v1_chr	2726780	2727754	-	975	134
P125109_02901	P125109_v1_chr	2727771	2729570	-	1800	112
P125109_02902	P125109_v1_chr	2729821	2730300	-	480	101
P125109_02903	P125109_v1_chr	2730297	2731253	-	957	505
P125109_02904	P125109_v1_chr	2731253	2731903	-	651	122
P125109_02905	P125109_v1_chr	2731935	2732510	-	576	2
P125109_02906	P125109_v1_chr	2732936	2734558	+	1623	1896
P125109_02907	P125109_v1_chr	2734543	2735280	-	738	479
P125109_02908	P125109_v1_chr	2735410	2736744	+	1335	143
P125109_02909	P125109_v1_chr	2736762	2737661	-	900	723
P125109_02910	P125109_v1_chr	2737764	2738351	+	588	102
P125109_02911	P125109_v1_chr	2738413	2738796	-	384	14
P125109_02912	P125109_v1_chr	2739115	2739804	+	690	769
P125109_02913	P125109_v1_chr	2739920	2740957	-	1038	563
P125109_02914	P125109_v1_chr	2741161	2741580	+	420	355
P125109_02915	P125109_v1_chr	2741653	2742333	+	681	24
P125109_02916	P125109_v1_chr	2742387	2745047	+	2661	1412
P125109_02917	P125109_v1_chr	2745137	2745178	+	42	0
P125109_02918	P125109_v1_chr	2745162	2746517	+	1356	2
P125109_02919	P125109_v1_chr	2746562	2746885	+	324	239
P125109_02920	P125109_v1_chr	2746882	2748183	-	1302	374
P125109_02921	P125109_v1_chr	2748287	2748742	-	456	0
P125109_02922	P125109_v1_chr	2748954	2749064	-	111	65
P125109_02923	P125109_v1_chr	2749265	2752168	-	2904	5584
P125109_02924	P125109_v1_chr	2752364	2752439	-	76	85
P125109_02925	P125109_v1_chr	2752526	2754063	-	1538	3901
P125109_02926	P125109_v1_chr	2754522	2757095	-	2574	262
P125109_02927	P125109_v1_chr	2757225	2757956	-	732	541
P125109_02928	P125109_v1_chr	2757953	2758933	-	981	304
P125109_02929	P125109_v1_chr	2759065	2759802	+	738	42
P125109_02930	P125109_v1_chr	2759803	2759893	-	91	0
P125109_02931	P125109_v1_chr	2760074	2760412	+	339	106
P125109_02932	P125109_v1_chr	2760299	2760457	+	159	0
P125109_02933	P125109_v1_chr	2760497	2760638	+	142	0
P125109_02934	P125109_v1_chr	2760663	2761823	+	1161	374
P125109_02935	P125109_v1_chr	2761784	2762692	-	909	582
P125109_02936	P125109_v1_chr	2762656	2762730	+	75	0
P125109_02937	P125109_v1_chr	2762750	2763871	-	1122	728
P125109_02938	P125109_v1_chr	2763881	2764951	-	1071	785
P125109_02939	P125109_v1_chr	2765391	2765909	+	519	2482
P125109_02940	P125109_v1_chr	2765902	2767122	+	1221	1436
P125109_02941	P125109_v1_chr	2767279	2767626	-	348	0
P125109_02942	P125109_v1_chr	2767667	2768434	-	768	2
P125109_02943	P125109_v1_chr	2768479	2769027	-	549	0
P125109_02944	P125109_v1_chr	2769046	2769294	-	249	0
P125109_02945	P125109_v1_chr	2769547	2770908	-	1362	1
P125109_02946	P125109_v1_chr	2771074	2771865	+	792	139
P125109_02947	P125109_v1_chr	2771930	2773171	+	1242	1300
P125109_02948	P125109_v1_chr	2773091	2773195	+	105	0
P125109_02949	P125109_v1_chr	2773292	2773897	+	606	436
P125109_02950	P125109_v1_chr	2773932	2774714	-	783	2
P125109_02951	P125109_v1_chr	2774760	2775524	+	765	0
P125109_02952	P125109_v1_chr	2775610	2777271	+	1662	1019
P125109_02953	P125109_v1_chr	2777420	2777758	+	339	85
P125109_02954	P125109_v1_chr	2777924	2778214	-	291	12
P125109_02955	P125109_v1_chr	2778204	2778641	-	438	28
P125109_02956	P125109_v1_chr	2778785	2779312	+	528	49
P125109_02957	P125109_v1_chr	2779927	2791401	+	11475	8954
P125109_02958	P125109_v1_chr	2791403	2791747	-	345	0
P125109_02959	P125109_v1_chr	2791466	2792875	+	1410	755
P125109_02960	P125109_v1_chr	2792325	2792384	-	60	0
P125109_02961	P125109_v1_chr	2792872	2795052	+	2181	1053
P125109_02962	P125109_v1_chr	2795033	2796223	+	1191	332
P125109_02963	P125109_v1_chr	2796295	2796657	+	363	5
P125109_02964	P125109_v1_chr	2796321	2796458	+	138	0
P125109_02965	P125109_v1_chr	2796755	2797348	+	594	782
P125109_02966	P125109_v1_chr	2797747	2798550	+	804	1450
P125109_02967	P125109_v1_chr	2799330	2800536	-	1207	938
P125109_02968	P125109_v1_chr	2800050	2800192	+	143	0
P125109_02969	P125109_v1_chr	2800521	2800916	+	396	864
P125109_02970	P125109_v1_chr	2801542	2802657	+	1116	476
P125109_02971	P125109_v1_chr	2802738	2806394	+	3657	2674
P125109_02972	P125109_v1_chr	2806504	2807748	+	1245	245
P125109_02973	P125109_v1_chr	2807780	2808709	+	930	1333
P125109_02974	P125109_v1_chr	2808751	2810925	-	2175	4684
P125109_02975	P125109_v1_chr	2811457	2811768	-	312	467
P125109_02976	P125109_v1_chr	2811964	2813016	-	1053	11271
P125109_02977	P125109_v1_chr	2813088	2813426	+	339	885
P125109_02978	P125109_v1_chr	2813535	2814464	+	930	21070
P125109_02979	P125109_v1_chr	2814758	2815654	+	897	7783
P125109_02980	P125109_v1_chr	2815919	2815984	+	66	424
P125109_02981	P125109_v1_chr	2816170	2816283	+	114	174
P125109_02982	P125109_v1_chr	2816376	2817389	-	1014	1184
P125109_02983	P125109_v1_chr	2817522	2818937	-	1416	570
P125109_02984	P125109_v1_chr	2818924	2819598	-	675	199
P125109_02985	P125109_v1_chr	2819753	2820730	+	978	444
P125109_02986	P125109_v1_chr	2820745	2821176	+	432	163
P125109_02987	P125109_v1_chr	2821187	2822701	+	1515	756
P125109_02988	P125109_v1_chr	2822651	2822785	-	135	2
P125109_02989	P125109_v1_chr	2823005	2823982	+	978	303
P125109_02990	P125109_v1_chr	2824008	2825276	+	1269	902
P125109_02991	P125109_v1_chr	2825298	2826746	+	1449	796
P125109_02992	P125109_v1_chr	2826761	2828044	+	1284	856
P125109_02993	P125109_v1_chr	2828174	2829574	+	1401	1947
P125109_02994	P125109_v1_chr	2829616	2830293	+	678	909
P125109_02995	P125109_v1_chr	2830315	2830764	-	450	1650
P125109_02996	P125109_v1_chr	2830864	2831022	-	159	78
P125109_02997	P125109_v1_chr	2831205	2831504	+	300	146
P125109_02998	P125109_v1_chr	2831514	2832041	+	528	264
P125109_02999	P125109_v1_chr	2832120	2832299	+	180	1026
P125109_03000	P125109_v1_chr	2832389	2832790	-	402	982
P125109_03001	P125109_v1_chr	2833488	2833937	+	450	687
P125109_03002	P125109_v1_chr	2833972	2834322	-	351	764
P125109_03003	P125109_v1_chr	2834484	2834810	+	327	208
P125109_03004	P125109_v1_chr	2834894	2836228	-	1335	383
P125109_03005	P125109_v1_chr	2836317	2836748	+	432	78
P125109_03006	P125109_v1_chr	2836763	2836921	+	159	108
P125109_03007	P125109_v1_chr	2836847	2836991	-	145	0
P125109_03008	P125109_v1_chr	2837020	2837265	+	246	201
P125109_03009	P125109_v1_chr	2837262	2837672	+	411	111
P125109_03010	P125109_v1_chr	2837672	2839789	+	2118	1436
P125109_03011	P125109_v1_chr	2839800	2840759	+	960	911
P125109_03012	P125109_v1_chr	2841114	2842316	+	1203	5233
P125109_03013	P125109_v1_chr	2842309	2843373	+	1065	568
P125109_03014	P125109_v1_chr	2843443	2844438	+	996	503
P125109_03015	P125109_v1_chr	2844603	2845787	+	1185	927
P125109_03016	P125109_v1_chr	2845912	2846193	+	282	67
P125109_03017	P125109_v1_chr	2846284	2846814	+	531	311
P125109_03018	P125109_v1_chr	2846941	2848113	+	1173	1301
P125109_03019	P125109_v1_chr	2848130	2849668	+	1539	1678
P125109_03020	P125109_v1_chr	2849717	2851087	-	1371	1745
P125109_03021	P125109_v1_chr	2851433	2851948	-	516	289
P125109_03022	P125109_v1_chr	2852016	2852089	+	74	0
P125109_03023	P125109_v1_chr	2852098	2853654	-	1557	147
P125109_03024	P125109_v1_chr	2853731	2854156	-	426	89
P125109_03025	P125109_v1_chr	2854153	2854719	-	567	195
P125109_03026	P125109_v1_chr	2854956	2855032	-	77	28
P125109_03027	P125109_v1_chr	2855226	2855302	-	77	17
P125109_03028	P125109_v1_chr	2855364	2855440	-	77	1
P125109_03029	P125109_v1_chr	2855444	2855536	-	93	0
P125109_03030	P125109_v1_chr	2855840	2856025	-	186	0
P125109_03031	P125109_v1_chr	2856260	2858890	-	2631	3
P125109_03032	P125109_v1_chr	2859126	2859665	-	540	113
P125109_03033	P125109_v1_chr	2859743	2860804	-	1062	11
P125109_03034	P125109_v1_chr	2860889	2861386	-	498	574
P125109_03035	P125109_v1_chr	2861582	2861827	+	246	479
P125109_03036	P125109_v1_chr	2861865	2862944	-	1080	645
P125109_03037	P125109_v1_chr	2863198	2863761	+	564	719
P125109_03038	P125109_v1_chr	2863758	2864729	+	972	828
P125109_03039	P125109_v1_chr	2864741	2865103	+	363	110
P125109_03040	P125109_v1_chr	2865115	2865894	+	780	234
P125109_03041	P125109_v1_chr	2865971	2866330	+	360	293
P125109_03042	P125109_v1_chr	2866445	2866501	+	57	43
P125109_03043	P125109_v1_chr	2866528	2867301	+	774	177
P125109_03044	P125109_v1_chr	2867294	2868259	+	966	602
P125109_03045	P125109_v1_chr	2868256	2869776	-	1521	830
P125109_03046	P125109_v1_chr	2869962	2871401	+	1440	281
P125109_03047	P125109_v1_chr	2871398	2872531	+	1134	193
P125109_03048	P125109_v1_chr	2872529	2872636	+	108	26
P125109_03049	P125109_v1_chr	2872628	2874868	-	2241	1410
P125109_03050	P125109_v1_chr	2875014	2875559	-	546	520
P125109_03051	P125109_v1_chr	2876088	2876570	-	483	143
P125109_03052	P125109_v1_chr	2876597	2877067	-	471	454
P125109_03053	P125109_v1_chr	2877060	2877470	-	411	373
P125109_03054	P125109_v1_chr	2877467	2878234	-	768	356
P125109_03055	P125109_v1_chr	2878234	2878776	-	543	677
P125109_03056	P125109_v1_chr	2878786	2880495	-	1710	1757
P125109_03057	P125109_v1_chr	2880513	2881436	-	924	371
P125109_03058	P125109_v1_chr	2881439	2883265	-	1827	858
P125109_03059	P125109_v1_chr	2883265	2883873	-	609	93
P125109_03060	P125109_v1_chr	2884019	2884480	-	462	231
P125109_03061	P125109_v1_chr	2884690	2885046	+	357	269
P125109_03062	P125109_v1_chr	2885115	2885987	+	873	502
P125109_03063	P125109_v1_chr	2885978	2886250	+	273	339
P125109_03064	P125109_v1_chr	2886250	2887371	+	1122	587
P125109_03065	P125109_v1_chr	2887368	2888378	+	1011	708
P125109_03066	P125109_v1_chr	2888597	2890675	+	2079	871
P125109_03067	P125109_v1_chr	2890737	2891081	-	345	273
P125109_03068	P125109_v1_chr	2891122	2891184	-	63	1
P125109_03069	P125109_v1_chr	2891263	2892180	+	918	234
P125109_03070	P125109_v1_chr	2892177	2892998	+	822	192
P125109_03071	P125109_v1_chr	2892995	2893855	+	861	176
P125109_03072	P125109_v1_chr	2893846	2894694	+	849	1351
P125109_03073	P125109_v1_chr	2894793	2895659	-	867	1994
P125109_03074	P125109_v1_chr	2895862	2896617	-	756	288
P125109_03075	P125109_v1_chr	2896790	2896870	-	81	18
P125109_03076	P125109_v1_chr	2897002	2897889	-	888	78
P125109_03077	P125109_v1_chr	2898099	2898200	-	102	0
P125109_03078	P125109_v1_chr	2898125	2898244	-	120	26
P125109_03079	P125109_v1_chr	2898234	2898686	-	453	2009
P125109_03080	P125109_v1_chr	2898683	2899363	-	681	1158
P125109_03081	P125109_v1_chr	2899320	2899898	-	579	751
P125109_03082	P125109_v1_chr	2899420	2899713	+	294	0
P125109_03083	P125109_v1_chr	2899891	2900649	-	759	2178
P125109_03084	P125109_v1_chr	2900646	2900951	-	306	996
P125109_03085	P125109_v1_chr	2900970	2901212	-	243	86
P125109_03086	P125109_v1_chr	2901006	2901105	+	100	0
P125109_03087	P125109_v1_chr	2901237	2902472	-	1236	2067
P125109_03088	P125109_v1_chr	2902731	2903660	+	930	3201
P125109_03089	P125109_v1_chr	2903771	2903800	+	30	0
P125109_03090	P125109_v1_chr	2904752	2906413	+	1662	1311
P125109_03091	P125109_v1_chr	2906431	2906913	+	483	7
P125109_03092	P125109_v1_chr	2906967	2908574	-	1608	1885
P125109_03093	P125109_v1_chr	2908585	2908977	-	393	3
P125109_03094	P125109_v1_chr	2909004	2909264	-	261	9
P125109_03095	P125109_v1_chr	2909308	2909556	-	249	156
P125109_03096	P125109_v1_chr	2909575	2911632	-	2058	3894
P125109_03097	P125109_v1_chr	2911150	2911332	+	183	0
P125109_03098	P125109_v1_chr	2911651	2912682	-	1032	653
P125109_03099	P125109_v1_chr	2912753	2913982	-	1230	2686
P125109_03100	P125109_v1_chr	2914010	2915791	-	1782	1759
P125109_03101	P125109_v1_chr	2915794	2916291	-	498	949
P125109_03102	P125109_v1_chr	2916429	2917499	-	1071	522
P125109_03103	P125109_v1_chr	2917486	2918277	-	792	1204
P125109_03104	P125109_v1_chr	2918281	2918541	-	261	178
P125109_03105	P125109_v1_chr	2918567	2919241	-	675	893
P125109_03106	P125109_v1_chr	2919231	2920142	-	912	1349
P125109_03107	P125109_v1_chr	2920142	2921152	-	1011	1307
P125109_03108	P125109_v1_chr	2921152	2921595	-	444	597
P125109_03109	P125109_v1_chr	2921573	2922868	-	1296	1426
P125109_03110	P125109_v1_chr	2922865	2923272	-	408	871
P125109_03111	P125109_v1_chr	2923296	2925353	-	2058	2570
P125109_03112	P125109_v1_chr	2925378	2926496	-	1119	1650
P125109_03113	P125109_v1_chr	2926493	2928181	-	1689	4987
P125109_03114	P125109_v1_chr	2928178	2928927	-	750	1226
P125109_03115	P125109_v1_chr	2929284	2929727	+	444	445
P125109_03116	P125109_v1_chr	2929819	2929898	+	80	2
P125109_03117	P125109_v1_chr	2930183	2930329	+	147	50
P125109_03118	P125109_v1_chr	2930599	2930880	+	282	44
P125109_03119	P125109_v1_chr	2930877	2931404	+	528	676
P125109_03120	P125109_v1_chr	2931477	2931653	-	177	211
P125109_03121	P125109_v1_chr	2932041	2932697	+	657	376
P125109_03122	P125109_v1_chr	2932942	2933436	-	495	2143
P125109_03123	P125109_v1_chr	2933463	2934131	-	669	524
P125109_03124	P125109_v1_chr	2934339	2934455	-	117	69
P125109_03125	P125109_v1_chr	2934705	2935115	-	411	19
P125109_03126	P125109_v1_chr	2934981	2935076	+	96	0
P125109_03127	P125109_v1_chr	2935066	2935134	+	69	0
P125109_03128	P125109_v1_chr	2935274	2937841	+	2568	1114
P125109_03129	P125109_v1_chr	2937897	2938277	-	381	77
P125109_03130	P125109_v1_chr	2938274	2939482	-	1209	915
P125109_03131	P125109_v1_chr	2939591	2940502	+	912	385
P125109_03132	P125109_v1_chr	2940544	2942040	-	1497	640
P125109_03133	P125109_v1_chr	2942037	2942987	-	951	139
P125109_03134	P125109_v1_chr	2943027	2943803	-	777	294
P125109_03135	P125109_v1_chr	2943808	2944446	-	639	85
P125109_03136	P125109_v1_chr	2944443	2945705	-	1263	27
P125109_03137	P125109_v1_chr	2945699	2946622	-	924	629
P125109_03138	P125109_v1_chr	2946819	2947583	+	765	338
P125109_03139	P125109_v1_chr	2947602	2948006	-	405	404
P125109_03140	P125109_v1_chr	2948177	2948770	+	594	68
P125109_03141	P125109_v1_chr	2948770	2950197	+	1428	631
P125109_03142	P125109_v1_chr	2950208	2950444	+	237	163
P125109_03143	P125109_v1_chr	2950489	2951481	-	993	3017
P125109_03144	P125109_v1_chr	2951544	2952677	-	1134	1980
P125109_03145	P125109_v1_chr	2952853	2953479	-	627	630
P125109_03146	P125109_v1_chr	2953473	2954234	-	762	579
P125109_03147	P125109_v1_chr	2954215	2955264	-	1050	610
P125109_03148	P125109_v1_chr	2955261	2955740	-	480	5
P125109_03149	P125109_v1_chr	2955740	2956450	-	711	21
P125109_03150	P125109_v1_chr	2956469	2956780	-	312	64
P125109_03151	P125109_v1_chr	2956971	2957294	-	324	502
P125109_03152	P125109_v1_chr	2957345	2957950	-	606	233
P125109_03153	P125109_v1_chr	2957937	2959376	-	1440	1058
P125109_03154	P125109_v1_chr	2959386	2960294	-	909	1101
P125109_03155	P125109_v1_chr	2960545	2961591	+	1047	1434
P125109_03156	P125109_v1_chr	2961606	2962122	.	517	420
P125109_03157	P125109_v1_chr	2962219	2962512	-	294	50
P125109_03158	P125109_v1_chr	2962512	2963432	-	921	366
P125109_03159	P125109_v1_chr	2963429	2964079	-	651	343
P125109_03160	P125109_v1_chr	2964061	2964807	-	747	523
P125109_03161	P125109_v1_chr	2964818	2965876	-	1059	307
P125109_03162	P125109_v1_chr	2965890	2966444	-	555	3
P125109_03163	P125109_v1_chr	2966441	2967997	-	1557	715
P125109_03164	P125109_v1_chr	2968009	2970672	-	2664	2563
P125109_03165	P125109_v1_chr	2971116	2972069	+	954	304
P125109_03166	P125109_v1_chr	2971841	2971937	-	97	0
P125109_03167	P125109_v1_chr	2972157	2972891	-	735	232
P125109_03168	P125109_v1_chr	2972993	2974705	-	1713	866
P125109_03169	P125109_v1_chr	2974705	2976504	-	1800	768
P125109_03170	P125109_v1_chr	2976928	2977290	+	363	462
P125109_03171	P125109_v1_chr	2977378	2978175	-	798	698
P125109_03172	P125109_v1_chr	2978276	2978913	.	638	191
P125109_03173	P125109_v1_chr	2979210	2979881	-	672	738
P125109_03174	P125109_v1_chr	2980017	2981315	-	1299	134
P125109_03175	P125109_v1_chr	2981398	2983035	-	1638	5
P125109_03176	P125109_v1_chr	2983032	2983127	-	96	48
P125109_03177	P125109_v1_chr	2983263	2984063	-	801	627
P125109_03178	P125109_v1_chr	2984671	2985258	+	588	2873
P125109_03179	P125109_v1_chr	2985392	2988037	+	2646	3191
P125109_03180	P125109_v1_chr	2988050	2988823	+	774	393
P125109_03181	P125109_v1_chr	2988849	2989349	+	501	83
P125109_03182	P125109_v1_chr	2989349	2989834	+	486	387
P125109_03183	P125109_v1_chr	2989876	2990367	+	492	711
P125109_03184	P125109_v1_chr	2990422	2991453	+	1032	17
P125109_03185	P125109_v1_chr	2991803	2994037	-	2235	1930
P125109_03186	P125109_v1_chr	2994089	2995384	-	1296	1157
P125109_03187	P125109_v1_chr	2995442	2998198	+	2757	4173
P125109_03188	P125109_v1_chr	2998242	2999384	-	1143	737
P125109_03189	P125109_v1_chr	2999462	3000802	-	1341	1745
P125109_03190	P125109_v1_chr	3000823	3002163	-	1341	1335
P125109_03191	P125109_v1_chr	3002160	3003518	-	1359	1390
P125109_03192	P125109_v1_chr	3003598	3003849	+	252	15
P125109_03193	P125109_v1_chr	3003999	3004448	-	450	138
P125109_03194	P125109_v1_chr	3004467	3005249	-	783	629
P125109_03195	P125109_v1_chr	3005249	3005578	-	330	526
P125109_03196	P125109_v1_chr	3005620	3005982	-	363	565
P125109_03197	P125109_v1_chr	3006190	3006735	-	546	483
P125109_03198	P125109_v1_chr	3006804	3007652	+	849	251
P125109_03199	P125109_v1_chr	3007765	3009129	+	1365	1234
P125109_03200	P125109_v1_chr	3009694	3010983	+	1290	1489
P125109_03201	P125109_v1_chr	3011042	3012409	+	1368	392
P125109_03202	P125109_v1_chr	3012579	3013334	+	756	344
P125109_03203	P125109_v1_chr	3013426	3014574	-	1149	619
P125109_03204	P125109_v1_chr	3014591	3015238	-	648	751
P125109_03205	P125109_v1_chr	3015794	3017110	+	1317	994
P125109_03206	P125109_v1_chr	3017142	3018917	+	1776	1060
P125109_03207	P125109_v1_chr	3019018	3020436	+	1419	965
P125109_03208	P125109_v1_chr	3020438	3020860	+	423	527
P125109_03209	P125109_v1_chr	3020918	3021628	+	711	522
P125109_03210	P125109_v1_chr	3021687	3022787	-	1101	374
P125109_03211	P125109_v1_chr	3022780	3023175	-	396	760
P125109_03212	P125109_v1_chr	3023194	3024111	-	918	887
P125109_03213	P125109_v1_chr	3024068	3024190	-	123	0
P125109_03214	P125109_v1_chr	3024239	3024439	+	201	505
P125109_03215	P125109_v1_chr	3024458	3024685	-	228	558
P125109_03216	P125109_v1_chr	3024878	3026083	+	1206	576
P125109_03217	P125109_v1_chr	3026083	3026526	+	444	384
P125109_03218	P125109_v1_chr	3026799	3027713	+	915	652
P125109_03219	P125109_v1_chr	3027765	3028571	-	807	541
P125109_03220	P125109_v1_chr	3028681	3029778	-	1098	752
P125109_03221	P125109_v1_chr	3029986	3030062	+	77	23
P125109_03222	P125109_v1_chr	3030092	3030168	+	77	84
P125109_03223	P125109_v1_chr	3030278	3031531	-	1254	449
P125109_03224	P125109_v1_chr	3031764	3033095	+	1332	272
P125109_03225	P125109_v1_chr	3033198	3035033	-	1836	1015
P125109_03226	P125109_v1_chr	3035030	3038575	-	3546	24
P125109_03227	P125109_v1_chr	3038568	3041456	-	2889	1143
P125109_03228	P125109_v1_chr	3041634	3045005	-	3372	10
P125109_03229	P125109_v1_chr	3045021	3045341	-	321	319
P125109_03230	P125109_v1_chr	3045326	3045733	-	408	134
P125109_03231	P125109_v1_chr	3045730	3046293	-	564	459
P125109_03232	P125109_v1_chr	3046284	3046754	-	471	239
P125109_03233	P125109_v1_chr	3046939	3047733	-	795	2
P125109_03234	P125109_v1_chr	3047740	3048615	-	876	1
P125109_03235	P125109_v1_chr	3048831	3051077	-	2247	2733
P125109_03236	P125109_v1_chr	3051090	3051620	-	531	40
P125109_03237	P125109_v1_chr	3052303	3052998	+	696	329
P125109_03238	P125109_v1_chr	3053180	3053893	+	714	1483
P125109_03239	P125109_v1_chr	3053906	3053997	-	92	210
P125109_03240	P125109_v1_chr	3054063	3054281	+	219	152
P125109_03241	P125109_v1_chr	3054187	3054363	+	177	135
P125109_03242	P125109_v1_chr	3054472	3055512	+	1041	1014
P125109_03243	P125109_v1_chr	3055599	3056801	-	1203	1802
P125109_03244	P125109_v1_chr	3056794	3058953	-	2160	1764
P125109_03245	P125109_v1_chr	3059044	3059130	-	87	67
P125109_03246	P125109_v1_chr	3059234	3059380	-	147	0
P125109_03247	P125109_v1_chr	3059245	3059330	-	86	0
P125109_03248	P125109_v1_chr	3059546	3060574	+	1029	893
P125109_03249	P125109_v1_chr	3060588	3061607	+	1020	303
P125109_03250	P125109_v1_chr	3061617	3062879	-	1263	125
P125109_03251	P125109_v1_chr	3062997	3063932	+	936	229
P125109_03252	P125109_v1_chr	3063904	3064611	-	708	310
P125109_03253	P125109_v1_chr	3064724	3066142	-	1419	1722
P125109_03254	P125109_v1_chr	3066496	3067257	-	762	2410
P125109_03255	P125109_v1_chr	3067314	3068225	-	912	3502
P125109_03256	P125109_v1_chr	3068581	3069759	-	1179	1032
P125109_03257	P125109_v1_chr	3069882	3070745	-	864	371
P125109_03258	P125109_v1_chr	3070849	3071304	+	456	516
P125109_03259	P125109_v1_chr	3071446	3072675	+	1230	6624
P125109_03260	P125109_v1_chr	3072706	3072978	-	273	860
P125109_03261	P125109_v1_chr	3073100	3073948	+	849	1186
P125109_03262	P125109_v1_chr	3074158	3074916	-	759	770
P125109_03263	P125109_v1_chr	3074903	3075415	-	513	1060
P125109_03264	P125109_v1_chr	3075559	3076635	-	1077	393
P125109_03265	P125109_v1_chr	3076632	3077375	-	744	747
